,x,y,ap1,ap2,ap3,ap4,ap5,ap6,label
372,105,1386,-55.9178582351473,-52.48278202422086,-65.27503062248547,-19.39665831863406,-65.89355510776849,-78.5790989534214,69.72
373,169,1396,-68.68572519774331,-54.62651342707018,-58.85849407524549,-33.13972106611117,-77.60762556035077,-86.3238261335598,70.476
381,160,888,-57.615940208802094,-56.74553330647473,-59.06283637160036,-49.92809801328464,-52.40417389798712,-55.732508725168515,45.04
383,124,765,-56.67467802888066,-51.71664084452758,-56.077215763631244,-62.00938045614846,-56.36379703946435,-60.31374455794254,38.746
384,115,701,-60.9414411334826,-61.57030934711746,-61.53681780027176,-50.878100383061344,-66.32611318029556,-56.4424889647567,35.51
385,114,637,-50.295966304379164,-58.729576505192725,-51.75625568854761,-52.16683779071712,-55.79332878002788,-73.5355954816651,32.306000000000004
387,143,512,-55.2884959871806,-59.350437275255686,-53.1876750648929,-52.00349779055671,-77.92109969519278,-59.27886889053266,26.172
388,146,448,-56.37160130698392,-53.052815158853086,-80.83447465738735,-52.82637235211563,-53.7673512842871,-56.98626657180001,22.983999999999998
390,161,321,-48.16938846478525,-53.149840247311396,-59.17109458899163,-54.09513961310067,-57.073258292773666,-69.47923285500005,16.694
394,262,168,-41.672273171579135,-50.258618297202,-55.13568994111587,-58.6588929008801,-59.9951651679594,-58.46302333810216,9.448
398,504,244,-46.702678385854554,-56.307254384598124,-54.31601989446744,-53.234166942953266,-59.28357631882966,-53.209767867197485,14.216
399,558,278,-48.22487686969352,-45.53221186817566,-59.93239902665722,-61.42437944746143,-58.46948339683314,-59.146680927495666,16.132
400,610,315,-49.57453990952011,-50.044506559323274,-53.41899392665973,-57.42624179442322,-59.466145273596055,-56.86859086999309,18.19
401,663,352,-48.48259779235981,-46.13691173809433,-54.5108607957837,-54.35847223530715,-56.846525984410555,-56.58503519697567,20.252000000000002
403,757,440,-51.25120950707099,-51.475697609285646,-52.746919400125066,-56.628204102833834,-56.81977495529047,-54.834101885811954,25.028
404,809,477,-54.14827572953453,-49.617641721727416,-52.502920890079224,-55.39306795868708,-57.15148285096986,-54.367459549154916,27.086000000000002
405,868,503,-52.69200220242289,-46.377942848213614,-60.54977703036944,-55.47153444298892,-55.699615169344206,-56.55575861060582,28.622
408,997,642,-56.21820519365582,-52.69976740713224,-56.44666116176317,-58.98378994356747,-54.39802395468094,-60.97593641717691,36.088
409,1025,700,-53.237228293376326,-62.65519699923567,-57.28510749284315,-56.61814550690401,-54.74346309160515,-63.65640635128422,39.1
410,1054,757,-58.9171807233652,-52.21717957430977,-54.66258183300077,-52.77305869519754,-55.43751913607846,-53.72948612503545,42.066
412,1124,865,-57.917467005444855,-54.77337941183946,-76.81552952937339,-51.40001576991908,-50.267273097907605,-58.646400233435905,47.746
413,1150,924,-57.77860651762605,-53.88022520795411,-53.67354019731888,-53.13754446684694,-47.15383274543935,-55.76989512950207,50.800000000000004
415,1139,1050,-55.901476556050795,-54.669384957165946,-56.21723863565467,-53.02540188724667,-46.321077376193415,-57.546773470971075,57.056
416,1144,1114,-57.261292258823275,-61.054013899402875,-56.999590171570524,-51.8351460563623,-46.11266636306495,-52.340653742006126,60.276
421,1145,1324,-53.60482687698877,-72.33540869965702,-59.08142422217793,-52.64307818322327,-40.02301246035367,-49.79615096788813,70.78
422,1092,1287,-55.60047178762936,-63.39444161651406,-50.734090850818205,-54.306529408034116,-37.80829994720726,-66.77622325884427,68.71799999999999
423,1035,1259,-57.886235956511555,-54.943119126114446,-57.130309114519015,-59.490401141966544,-40.197047351579855,-55.793007492037546,67.09
431,539,1145,-67.56236227143116,-55.16388460967054,-56.70341400661053,-52.766412005752024,-47.19499183129146,-65.45927926958015,59.406
432,496,1097,-67.21074070956676,-52.61477009422727,-62.98312772776647,-45.3573606386238,-58.01644240199593,-51.92224238867325,56.834
436,296,938,-52.85363412906682,-63.63068268685936,-58.05134667885849,-47.03877903632617,-60.09345608546549,-53.57541158340954,48.083999999999996
437,235,919,-49.74272235583563,-62.334899309604324,-53.1464748151339,-50.916996931003496,-52.519295472065,-53.220627915889665,46.89
439,107,911,-58.988734352324755,-56.14671777139996,-60.71485819306379,-48.86508040180429,-57.29696645158719,-57.58248963267471,45.977999999999994
441,235,897,-50.82251473052136,-57.80658445927463,-52.76069840486754,-46.40910091788811,-53.05783618845622,-52.647343253693464,45.79
442,299,893,-48.311584228971626,-53.93503130783095,-56.57179817632465,-52.86841355724076,-49.74912565329178,-53.56233559642011,45.846
443,363,894,-50.06888492454574,-67.0035566754474,-57.42754187861224,-49.264537067696956,-56.851716331147976,-58.94696650397195,46.152
445,490,918,-55.81492533678635,-62.59142857060843,-58.63211316714943,-47.35108621408925,-57.36466763603396,-63.35260971989344,47.86
446,553,931,-60.83991249883458,-52.88290358666268,-61.356922869425816,-50.693617307955144,-50.508819846766464,-55.59895712779034,48.762
447,616,942,-55.62951687352056,-55.80277965968324,-51.180294944384286,-50.8157433520416,-52.873384228555125,-53.016358218597695,49.564
449,743,962,-51.79205011741384,-49.075670211122606,-57.52426818744044,-51.99052862878942,-46.95745308412431,-57.35646893296629,51.072
450,807,966,-64.06406270792576,-50.755596593662446,-57.735439862319744,-51.626763694075294,-53.793712117137666,-68.87687210251714,51.528
463,1628,1032,-74.61754786812459,-55.81305457024009,-56.1168765775064,-53.45741633017629,-48.68513640163791,-48.74217127222118,58.112
465,1747,1080,-73.28247481195676,-58.362247211745135,-61.4701391028632,-63.5649348988064,-53.22132735759169,-48.3563420925877,60.988
466,1810,1094,-62.263951547349194,-54.31131117004056,-68.77480526052805,-58.745663893402806,-58.58605668466761,-44.146587804838305,61.940000000000005
467,1871,1115,-60.89775226262188,-52.341887858674056,-64.60319064282814,-53.35985712611788,-50.686802412103816,-44.96911233145556,63.234
468,1828,1162,-67.67763045845663,-63.84356500071104,-56.42732735122933,-63.37852468064928,-64.0968459597489,-45.07593665629961,65.412
471,1667,1266,-61.83750350641152,-57.22104406162355,-55.99323808750818,-55.2931038046693,-50.84146005385473,-47.08361408917256,69.968
472,1607,1288,-62.28188558135348,-54.49172372837383,-64.22829671515802,-59.53771027263072,-48.37631196117275,-44.8001127192211,70.828
473,1547,1310,-59.03061945751176,-57.78375043143213,-50.25782784097779,-65.89383521060627,-52.86187638899562,-44.04820245752283,71.688
474,1486,1331,-55.489145470537835,-58.474109229423384,-59.22746001752431,-64.68557562931258,-52.48781501334435,-52.20698169589308,72.494
476,1370,1387,-54.68182935224063,-53.31093416829607,-61.64295729588706,-54.6106441405994,-44.615900729059334,-49.45273182413062,74.83
477,1309,1366,-57.32277717895925,-53.84312532991552,-52.21988603398816,-54.54475398654253,-47.753809586399655,-49.399343539918625,73.536
478,1246,1353,-55.24435277537927,-56.23978654782835,-54.054351296062755,-62.29064325565709,-44.35607347215492,-49.44358352433069,72.634
480,1119,1351,-55.94572560724525,-61.363881193650386,-58.38962397389119,-56.59620975087495,-38.36310670569871,-69.10815442877204,72.026
481,1055,1353,-54.97406822697974,-58.7407237850472,-54.63720319910144,-53.6669727304606,-31.874424072171816,-52.816360650449276,71.87
482,991,1344,-62.29317725071549,-63.83111353366954,-61.087429991472575,-53.899920634584,-31.866201357320502,-52.56231208317239,71.164
484,869,1307,-56.2597119184409,-56.91632825218552,-55.662404522044966,-56.352134897995434,-40.565858981237724,-56.94294706142168,68.826
485,806,1292,-60.89936208814656,-60.92029065492838,-54.539902155034675,-47.554883517816116,-41.93288192600298,-64.80707242852931,67.824
486,750,1260,-55.61474261523099,-54.92188666470591,-53.53693673723881,-47.83567992326426,-46.98377260203518,-60.203417880942936,66.0
489,585,1161,-55.49761540251521,-64.72660147532109,-57.209871036077985,-55.06141135493063,-57.57639471473346,-59.916434406404164,60.39
490,527,1134,-71.95318243160655,-54.5611656655267,-55.429393671483886,-45.603226401865854,-47.62952444068766,-58.85529189514409,58.808
492,406,1102,-70.82278998777937,-63.782151546480264,-54.42650431151278,-44.9343977045988,-51.18041989368852,-60.56081599324433,56.724000000000004
493,342,1099,-58.01024130850038,-55.59252446044873,-54.97447400410657,-48.44973647603033,-51.21152694847361,-61.73415203942936,56.318000000000005
494,279,1085,-55.654419322139816,-53.554754839212336,-65.21924125447697,-43.83308805859077,-56.80865666388051,-67.2598348522252,55.366
496,151,1092,-52.66690297729993,-56.41879088009313,-53.95217056614611,-46.075233769006275,-64.15011355804323,-54.71844621294878,55.204
497,104,1048,-58.69935191055948,-58.5863292931844,-64.84150408380738,-44.47376074919433,-55.05222495284008,-58.87105254636053,52.815999999999995
498,161,1078,-51.82465205259474,-52.558257449141685,-62.37714709666808,-50.11762353906461,-51.65408266977791,-55.60261778513077,54.544
500,284,1115,-61.67185803921207,-51.15952496751966,-73.40469059639346,-44.977713757256346,-47.086144491139244,-55.57225849810192,56.886
501,347,1127,-59.176600950793016,-64.75853732317185,-53.27628533499173,-45.01097565430479,-54.12528050897458,-57.002323393818685,57.738
502,409,1145,-54.361758220829515,-55.17791496264227,-56.135940488028666,-48.70253920844196,-55.373891956948725,-54.646582407608335,58.886
505,574,1243,-77.35359399013211,-62.639443150602645,-59.81089158343762,-44.524818165224374,-50.240704683595126,-63.756940594799985,64.446
506,624,1284,-53.86008573287473,-54.56367135534766,-55.21331260687048,-55.52968216244138,-48.44958153764008,-53.1751029758976,66.696
507,663,1335,-50.96494878203538,-53.96038734470089,-55.01555599931535,-48.72669916138975,-47.37358447197576,-61.40960852331983,69.402
515,746,945,-54.29784025397774,-53.00611123125867,-58.43004146125617,-48.86545177501623,-48.717032985850764,-60.964261172485266,50.234
516,786,895,-56.1980019031651,-48.29885791751684,-60.483427619968055,-48.216044710869504,-52.82996798281591,-54.175645275516224,47.894
517,833,851,-72.85888922212953,-53.284669379790685,-54.54869321525143,-51.28592163485522,-48.5165237411163,-53.288038133402424,45.882
521,1010,665,-56.25637031394781,-53.27769530209011,-56.538081148034784,-57.12956073706273,-55.47973885519325,-55.54728238053108,37.29
523,1075,554,-58.1461108532588,-50.42387076956277,-56.85049420390175,-53.81208763233404,-53.04067173468155,-64.62095537482662,32.0
524,1097,494,-66.93255650058171,-47.377493400964674,-49.63606587362865,-52.81797258613515,-58.3296230106172,-53.23090080064227,29.088
525,1114,432,-53.64026112156281,-44.31574603975228,-56.08807955190015,-56.15265954870664,-59.89226888736427,-54.20568037405861,26.056
526,1113,368,-51.289652170858574,-45.78607117061789,-49.85212148751711,-57.834011657179296,-65.7096530428258,-59.23246891058544,22.851999999999997
527,1114,304,-52.895992237275344,-47.41863184023076,-50.025853431309535,-54.49110966818353,-56.181177149952816,-57.423997884656224,19.656
528,1107,240,-56.75750115852991,-39.52716033127405,-49.29600889343439,-60.88505209812142,-58.04816866498699,-52.52815504130915,16.428
530,1101,112,-57.92280246481232,-35.28158411308186,-53.399704547146165,-56.12273596972337,-60.46537489673233,-60.22879195091245,10.004
531,1165,120,-55.51675434116437,-38.223753212767676,-50.32925613715102,-54.69483042614297,-59.77011129692356,-58.928981035897756,10.66
533,1292,142,-62.165993669972764,-45.88384864228995,-48.42995295228178,-56.96288500381292,-54.48668991498821,-53.296175344230065,12.268
534,1356,134,-54.98761576322462,-43.915135270373426,-52.74002059565889,-57.33771304180016,-53.043432064540326,-64.58707768029272,12.124
535,1418,120,-54.22846611632274,-46.09634970073948,-54.22717657680814,-59.45841693175134,-55.15864396295762,-59.014637085745456,11.672
536,1481,107,-62.459226333884516,-46.59818560177888,-52.988003181589704,-56.588196265834426,-56.801021347731215,-59.31388509395991,11.274000000000001
537,1545,114,-57.12202920142363,-50.38989544179162,-48.99200495347806,-61.98369302287095,-57.781093301609175,-51.43083549337882,11.879999999999999
538,1607,129,-56.86358366934858,-50.385508115398665,-50.051513207209844,-64.38235493416565,-57.72397070535082,-54.00512965819391,12.878
540,1735,144,-52.390246984053384,-56.87035084362036,-42.01711903124413,-59.94896739118998,-55.05602883141527,-60.99241676258673,14.14
541,1799,152,-53.92912124081338,-67.93245378485953,-35.13972968155127,-65.14804472708748,-60.98116326852744,-55.7390126861738,14.796
544,1764,255,-53.624766660841495,-56.570698244338246,-44.74841487277065,-54.77977062456452,-52.7322417319356,-62.90454647394738,19.806
546,1667,336,-55.924142573386646,-52.31018843636515,-49.77555489887916,-52.132031136884365,-65.47256953886667,-54.06385955038131,23.468
549,1520,460,-54.92286399090942,-50.33761070079218,-50.244996707979425,-53.58307663558314,-52.47044018486175,-59.41261858716111,29.08
551,1399,504,-56.77620046047317,-47.94125350754289,-48.770832504026664,-54.86184900824492,-55.88287053733595,-59.143960174672905,30.796
552,1343,536,-53.166134560079456,-48.57221538120412,-53.44397167582209,-56.716373055285246,-57.91220738545217,-57.706605682867774,32.172
556,1123,668,-56.93473634663167,-48.70554519391196,-51.95497751132442,-64.02527265020892,-54.69244966613532,-53.17676510909469,37.891999999999996
557,1075,710,-58.45918003499989,-53.510497873587425,-53.752534155017585,-56.83798018110959,-55.54019529598149,-66.81786761411657,39.8
558,1028,754,-61.896333384109056,-56.273790544018034,-54.09225418282745,-66.65961752354008,-53.20183985015659,-53.20542390262665,41.812000000000005
567,1024,1284,-55.572963378251636,-55.860276318720125,-54.69792537238856,-52.88011041279509,-38.81039248627913,-56.177172122292106,68.296
568,1059,1338,-54.78491604232926,-65.00603599012652,-54.17654409046975,-54.055306930608616,-33.470942904360236,-65.18150282931525,71.13600000000001
569,1091,1394,-61.85455776057974,-58.65869622334806,-57.39535936730084,-54.882717130447,-34.56214355012558,-65.7673717379969,74.06400000000001
570,1030,1373,-64.76790436660261,-59.31421328324327,-53.86027567256032,-54.82801782348689,-28.339444423220254,-55.450124547543496,72.77000000000001
572,906,1345,-51.85014992335873,-63.87609825265562,-57.58735709842952,-67.21160975933125,-38.21220139083888,-54.9825850653719,70.874
573,842,1336,-66.91357311095018,-64.68570104204122,-57.173146726256554,-51.67240431962628,-42.46173710740333,-54.51125300922679,70.16799999999999
574,778,1335,-53.86207967717924,-59.40122850692134,-52.8699294671914,-53.88032771847719,-46.50047108492693,-55.93124455589028,69.862
576,655,1300,-51.84702095255027,-56.827945698876235,-57.423301894211896,-48.26394033764818,-52.94389034963126,-54.45002430266673,67.62
577,594,1277,-58.55895201728789,-61.06640423684992,-58.227427930967394,-46.52990728553122,-45.05460883277457,-53.76549476418931,66.226
578,535,1253,-57.09479419794884,-61.715172734584996,-56.68277485513143,-46.534941292150805,-45.28517262487366,-58.23784178440376,64.78999999999999
581,404,1113,-56.01934839146013,-57.062811384952965,-55.779150846725315,-48.698338235704355,-48.393078737470425,-66.97470114778028,57.266
582,355,1070,-49.85971534117874,-62.46177264222143,-58.878295045777016,-44.29182651806701,-52.17191993222045,-56.513694887017955,54.92
586,160,908,-64.14761732916558,-53.75626046092456,-54.80111229378612,-55.478168973801104,-59.44801433875586,-57.257335054265695,46.04
587,112,865,-51.26702912183476,-60.16741441308453,-69.37064204843841,-49.64123245037598,-60.60153680166346,-52.3784142123294,43.698
589,139,741,-50.703688781120455,-53.53643341228115,-57.88310442219577,-50.590852339973615,-52.89936395946057,-55.913295433465,37.605999999999995
590,151,678,-67.38419895712862,-73.10280681817403,-63.74073555558158,-50.6989014000044,-58.63954955476386,-60.79947930846269,34.504
594,243,446,-53.47200930130722,-55.317934094569175,-56.131407475422925,-60.16299564354392,-71.57836669089993,-56.08429904805326,23.272000000000002
596,293,329,-42.710172418967886,-50.19837857536988,-57.36113942711149,-60.79242944719782,-52.60652261458881,-53.80050573702888,17.622
