,ap1,ap2,ap3,ap4,ap5,ap6,x,y
4476,-53.88508467437073,-60.7041766213696,-62.34489198340211,-52.77359435969642,-55.89592420573615,-45.17037259647083,1552,1049
4477,-55.15889382694198,-63.15443986378499,-56.67658606452417,-54.21126372167378,-26.029503261836933,-53.101431021118124,1001,1369
4479,-53.11355760608332,-45.90662010765756,-54.464460418540135,-57.72376672727036,-53.61167539307223,-62.8215083972856,567,34
4483,-55.94533238010035,-55.39072809656215,-32.90010183255379,-61.820432744344416,-55.287840388619955,-51.53017932294529,1951,53
4484,-66.78686201630289,-51.9455388076657,-62.67665573169185,-53.003707912695354,-54.641042415538536,-53.88491413157822,1123,722
4490,-55.843247991273024,-57.67012527296194,-59.04544498572889,-53.15611679006365,-35.38154273453629,-65.50530238342476,1082,1398
4491,-62.7080257904486,-39.29255860763429,-69.02373412329818,-55.55020792132037,-61.035132972529155,-68.6294290277381,1063,1
4495,-55.747850890828346,-51.65160764826342,-51.76489198958009,-54.445527734150396,-52.25194527748786,-55.04285252260841,1388,28
4496,-63.31217951976494,-54.27907668137236,-24.505374025652532,-57.17467980921122,-56.343049066739155,-63.43681455406856,1900,125
4497,-57.8436757610822,-60.92781256014936,-55.24726465280227,-52.58363683797394,-50.973755410797295,-54.30165872544556,342,1161
4499,-64.09661676313766,-62.37509670357349,-62.7611695997217,-55.616397019908334,-51.1094847138888,-55.8046400701507,488,950
4500,-56.13318235404907,-48.6691728057497,-67.19973472875367,-66.57711314679361,-54.76784155288476,-56.743776894351,612,167
4502,-59.70004466565635,-57.03220343628209,-52.244404367528,-54.91703994447714,-50.968457406790804,-56.53021935278154,664,930
4503,-52.639169452923724,-65.94633803511029,-58.45592677995185,-49.734758622163696,-53.477155752402126,-65.1712283883392,655,885
4504,-54.19754321389044,-39.67370717942327,-50.95005853257468,-54.17620289545823,-57.97612083556867,-53.01317395399204,1147,238
4505,-51.52958142761893,-58.390958347149045,-57.59460408646256,-52.64650228680505,-46.93732074646724,-55.65677281515651,869,946
4506,-40.98297938828271,-58.8619537397403,-56.80169131442205,-52.12512459523825,-55.28642510727508,-57.415692000929994,309,343
4509,-58.77497600346729,-57.44365869868575,-54.205177451381914,-65.65883401655985,-59.32405696117903,-38.32793127079316,1773,1498
4513,-59.0670481286702,-54.67307942576498,-54.03202446216233,-63.23350812483862,-49.30103536470131,-41.54368338752137,1635,1321
4517,-54.060101922379424,-61.71813523115789,-54.060823791022095,-52.84687382040762,-42.31682005878862,-57.71847340965269,899,1098
4518,-53.470680580402636,-56.51055336655665,-55.765175603178776,-56.70669338915471,-55.30437334993508,-58.16662061332792,1315,935
4519,-69.21502491132593,-61.8311643257869,-60.4724945224024,-66.73234895169882,-51.2228233978263,-65.00894288774546,537,1415
4521,-57.106150912331344,-53.464970553720185,-59.36018562577388,-42.35982331132136,-54.65961578319197,-53.99944668657777,334,1369
4525,-56.456728500428106,-53.82580990636143,-64.21923191050024,-52.42699631958375,-57.78516448459487,-69.19639954163235,1301,1150
4527,-56.26219514282984,-56.41727103923131,-57.72271643266917,-47.283177321469864,-50.77779922420146,-53.83422392867695,325,667
4529,-43.529107343611734,-57.570272325276015,-61.28335819957648,-52.53941504950784,-50.43717813916956,-57.80182470278297,31,309
4530,-57.66475148156105,-59.148896449446944,-50.84481227439143,-54.75934425473363,-50.33643933813192,-53.91129028453139,1517,1374
4533,-56.916974432254094,-55.61957725445504,-53.46464561066984,-51.49270757914338,-48.75225504260961,-53.55443694297338,338,1157
4534,-60.28043102654843,-50.60697916755049,-59.48558210749131,-56.88408994001345,-52.08296233207882,-50.096378997247044,1404,891
4535,-63.0996435792179,-50.115009913854244,-54.28959986569452,-55.189959782062274,-54.30653764062308,-62.90219837173025,1090,567
4536,-47.68951813046252,-49.65235237678624,-63.223857662755364,-52.8870607339374,-49.696958573733674,-57.316900934423565,730,546
4542,-54.938678896631856,-56.11904905159058,-52.99633270400686,-58.008797577706076,-42.38442078348519,-54.138935297999744,1151,1440
4543,-47.260035214891474,-53.11607558590923,-56.21804152405434,-48.89019295974534,-53.72600069117672,-57.581524452185434,242,734
4545,-62.77782187452162,-49.7717070992675,-54.04290683688599,-60.05376544539247,-51.218969870584196,-53.768686925347744,798,679
4549,-55.950661666097275,-54.74450193972138,-55.55576548349116,-51.70392134957502,-47.958007644850376,-57.55648656750297,575,957
4550,-55.565668475605904,-51.29029901049455,-43.318747682590406,-67.76827395671535,-52.359139951594386,-55.135168688787715,1946,292
4551,-51.987299613735296,-62.10240292329432,-56.332153076284214,-47.89668893505707,-39.48275217326264,-55.30911945144619,749,1474
4552,-55.5791877476552,-59.51965714616294,-55.43700556874185,-55.3208338788323,-46.89036726688245,-54.52119191162445,1398,1093
4553,-54.482731257185755,-53.98114924503104,-53.00107401901294,-59.661479851214466,-60.647539582583164,-57.64604989363846,1378,443
4556,-50.79761297172274,-45.4355196015605,-61.426311481339226,-55.31034586576673,-56.481080110423896,-54.7245162882293,855,539
4557,-49.32616770286502,-54.70621635350024,-55.081622586071326,-55.180093971542576,-60.646693614419675,-57.73139068037318,54,699
4558,-65.95836538114123,-59.56050854905613,-61.85090875596448,-43.752523214364196,-48.90679381628723,-54.37723521544073,308,1252
4566,-54.15986507352281,-53.232115477083035,-56.5974595002814,-55.49784148090681,-54.33058016951322,-61.8184746903614,666,480
4567,-54.21935502715339,-55.697788360118416,-54.89203250503056,-67.9258619604797,-61.07202920505537,-36.56923397557502,1806,1288
4568,-53.69686973762675,-56.837820148906815,-54.18368192381676,-62.25910219425157,-46.06746741068019,-48.63719281361607,1392,1257
4570,-54.66435666622175,-56.08047123216876,-56.77306944811263,-51.049817617840276,-45.37453661242645,-49.92777428195504,1286,1067
4574,-53.9221748462134,-45.94859962864745,-59.36001298527045,-55.61416667307537,-60.78202349230226,-55.94382458503769,826,348
4575,-54.73147645325562,-55.882739982900354,-53.51773784669617,-54.08434215946375,-48.78893685879845,-43.97453805567754,1634,1347
4576,-52.5589258313338,-55.84803368183566,-45.960792986153436,-53.90698683870545,-55.30417487144529,-51.159207023868845,1735,504
4577,-56.224712825172446,-58.214859466692005,-54.19628672943468,-51.93327259893519,-43.58928567412721,-56.51587264222964,1053,1159
4578,-49.50765663568933,-57.870433479963054,-52.88801637850141,-55.07338748141461,-50.26855839559044,-52.717706704865336,635,702
4579,-60.048070951677275,-49.889920151659055,-49.131726752212344,-54.96540139184844,-51.53503735054456,-57.03088035465525,1403,669
4580,-51.37924544565511,-48.805322696092134,-49.16530207647533,-55.4642694245242,-57.02693631253424,-53.10008132501966,1506,315
4581,-50.577812506677205,-51.230268806995355,-63.12220143335584,-55.953475558961486,-54.7271855153054,-55.320550697870786,909,698
4584,-58.11889266289739,-50.28208673720107,-46.54174133222487,-57.68846864112927,-52.0323980919455,-51.14491015741345,1634,525
4585,-64.94113920529693,-53.93652504224579,-58.12799367713112,-55.00573840408218,-60.97260525116239,-35.08947351718263,1973,1438
4587,-54.57947401764902,-32.08906664448006,-55.81354317954589,-54.46810051821372,-57.694361126558896,-58.25830622479728,1044,39
4588,-68.20741071977106,-54.83807402650782,-65.03353713409588,-25.201862375331636,-50.96207627649571,-61.50471387143517,82,1423
4591,-53.60758309967051,-49.36459281995855,-48.69887448513579,-54.77560844864165,-59.83848185757934,-56.02018039824639,1587,362
4592,-66.72361842493258,-39.72075159550257,-61.460968719751506,-55.463078418922514,-57.81966496859481,-55.42102651883104,1021,239
4596,-63.215049843619454,-55.54094157031326,-49.49448953675541,-55.2697167906992,-53.38667478562843,-44.98191360226394,1641,1071
4597,-63.21366156325644,-37.944733509392314,-79.79254636039262,-55.2429528570288,-60.47910956444103,-60.642762453271374,843,6
4600,-57.892821651302704,-44.56611633310544,-44.94778655045966,-53.88324658850845,-60.04280020894144,-51.87180802776137,1374,239
4601,-51.4346581372119,-54.50280903567467,-69.73703106051826,-26.78296807878964,-50.05558012350601,-60.340725776529695,133,1422
4603,-39.59945475692672,-52.914720898512385,-55.945499165894915,-55.81050641331185,-59.365374209131296,-53.261424076435055,251,257
4605,-54.198260850955506,-62.98694237160862,-57.20302738977126,-63.83291509769208,-46.95238154131371,-73.36945021961795,1098,1030
4606,-32.97041207710214,-66.57549240444686,-68.99555252916416,-63.89849664300324,-60.473183121288415,-56.10568305223125,11,134
4608,-51.584336460533954,-51.38610653781117,-59.72824611301583,-52.546182318456054,-52.16230971328379,-53.34420675913934,569,887
4609,-56.8890451293312,-41.51304663441753,-50.94617664149488,-59.27750205176469,-53.1025279486843,-55.06333372779594,1306,49
4610,-57.271618421704176,-52.035199040687104,-83.16213844496771,-64.35803023584349,-50.77399979810822,-58.07913590640268,1390,1334
4612,-59.402832651800885,-55.45572479731085,-53.94044686388149,-56.419538676271586,-45.16790598805406,-48.493508298822306,1374,1443
4613,-57.09379234001244,-52.94932277155055,-55.27037955920842,-51.82345713477194,-46.28349557762191,-51.82600457596142,1254,1063
4615,-53.19082305816466,-52.68517756632126,-58.1570784481907,-49.74735676829802,-53.27518304536713,-54.181893068624696,558,528
4617,-56.83021158896671,-51.95502004561902,-39.40216819460229,-64.77025875210525,-54.548412621326406,-58.16442258549049,1917,269
4618,-54.38636189384944,-54.180750323230924,-56.916202393818686,-53.34389640691363,-59.19626072829365,-52.453988045548016,517,647
4619,-57.35528636526158,-54.75039497718154,-54.45900588239535,-53.33890965856952,-39.3937081209943,-68.77907868085218,1078,1284
4620,-57.7023802855564,-52.57987939680039,-56.80403470100237,-62.047391558434896,-49.65278250333043,-53.3540303688919,1582,1416
4621,-47.29369909407639,-49.1022069418555,-53.555695947137316,-50.246221416271524,-57.28136822641639,-55.97159969171063,369,536
4626,-61.43892624973276,-56.501636992233095,-66.12405796296183,-52.324079474537854,-53.99682988568182,-45.330622319421714,1517,1096
4627,-57.242099690304556,-58.941063561978325,-52.46467645477304,-51.78430060728675,-46.44910753219471,-56.453608895283026,645,944
4629,-52.6036455323613,-59.69363296030264,-59.018517727322845,-38.31429370206361,-52.78370712185311,-56.640308993937,292,1319
4630,-55.518556774963045,-57.262798412375744,-47.57249319666062,-64.35862096537154,-58.80708257451406,-56.68750771399766,1895,299
4631,-43.380545040313336,-56.878890229603485,-58.67626157167044,-83.25981869206142,-52.986477159269256,-53.41778223556233,288,292
4632,-47.554035167499464,-48.47006128860765,-54.85300997487048,-59.46976758444973,-54.72474299973097,-57.15506087072963,342,33
4633,-55.554604374861995,-62.75058296240363,-54.809924787060055,-49.22740749711274,-51.406148022390916,-63.81772836648997,259,858
4634,-59.51632423905599,-52.19874539198532,-27.0277292071866,-60.190731167954695,-54.29430218219942,-63.16947729217068,1918,130
4635,-35.50348138651148,-52.50966695275415,-53.4026935695328,-64.29456668165983,-54.922846615599006,-59.02867345312552,3,44
4636,-36.88200590466288,-50.742839690804686,-56.986312683893075,-52.29123315638652,-54.05839443169957,-59.04496489186094,143,35
4638,-52.85911399741628,-58.86156387837279,-56.61592265501001,-57.11715260844694,-54.3991493942897,-50.274208447889414,1380,964
4640,-50.409259826088295,-72.54356736131069,-61.056397126363336,-49.02432873243292,-64.3375480172302,-58.98672269368225,61,743
4641,-60.48009064760616,-65.28300661458826,-52.90051967678488,-55.61308631380628,-49.07513816303044,-49.35829277100009,1521,1333
4642,-59.54249004602629,-52.282457275231465,-52.46849121608576,-65.18177156716025,-49.22533324410553,-48.26376214048294,1624,1305
4645,-57.34310333341712,-58.62607098927367,-59.234252186752855,-39.81511114965972,-51.839362481060334,-53.05799217233789,242,1441
4646,-55.04029741770877,-55.71913109614337,-56.78948435111227,-56.53895553523543,-47.64397457773448,-43.05706079687408,1498,1284
4649,-55.04396729049655,-55.38306256390178,-52.21489935195638,-59.65224547515195,-46.064338485653465,-47.11818205371665,1371,1267
4650,-53.84169761579746,-43.21406940068123,-53.86675579980679,-52.910886167599884,-55.335540351108875,-56.30105127565451,1161,105
4651,-56.7107857699628,-52.14737452790588,-43.11976801200213,-57.34024100625619,-54.14090356602646,-52.39158837532137,1969,446
4653,-53.43167901991238,-52.50949339154906,-55.07991274367784,-48.410946755287284,-57.5945267933115,-65.52194358282968,587,1417
4654,-52.86495588765022,-32.229260927865695,-53.94853253877279,-56.27817795883612,-67.18261617874569,-52.78212718800965,1040,144
4658,-60.02913874842643,-67.18255125145446,-51.82239656882886,-53.1421225392572,-32.176227671809954,-54.801324203206995,1055,1350
4659,-46.89645922996827,-56.59206773276479,-60.15805920451679,-56.51510239861309,-56.88877078286503,-61.337468281369226,125,298
4661,-59.27934527255381,-59.98870405138918,-52.77569146563758,-56.405753517281866,-30.98546094397661,-55.674361975471776,1065,1387
4662,-77.82179353217082,-51.36409969514932,-64.82184706214728,-60.63260940461865,-49.13931693853817,-14.859521863323568,1904,1408
4663,-51.068785266012895,-57.49512695778165,-53.298421122717805,-47.690305388508264,-51.6819706288386,-53.433176994087646,482,874
4667,-47.57704100596439,-53.15915487148377,-55.24536981986983,-53.6772546985976,-52.249900018728496,-54.250246052979776,516,443
4669,-54.988547133396395,-48.98666682996094,-32.34645786503374,-60.483171315038376,-56.91890707563874,-52.11977637450736,1872,34
4671,-51.176352050797256,-59.15155152213864,-61.055111531945286,-48.24607676722056,-54.78517997746336,-65.85780298596897,346,735
4672,-50.80527245838701,-51.98925951920565,-56.9424169330576,-48.309740224525456,-56.69493453798946,-56.20024726892731,584,744
4673,-39.82654346280363,-52.515542839476325,-73.12139268083084,-82.68715401902398,-55.45340972137679,-60.47176353065099,267,8
4674,-55.23165023743253,-50.39655050268113,-37.14834019046667,-76.43390892949962,-52.83562248745493,-57.73635087148386,1964,294
4678,-68.33486252511766,-53.059153183587036,-92.02031300842604,-35.0332785303916,-51.632920786824855,-60.78408495503028,92,1483
4679,-60.561153830599224,-52.931966931642364,-58.09163033597662,-50.92666238089453,-48.163433341596914,-65.56319374994445,757,941
4680,-54.28657237838757,-43.34586240837338,-48.435287864728295,-56.36708057891225,-51.74935538763798,-67.68666215942314,1358,55
4681,-56.47440444729536,-60.766526040706395,-56.108868930806175,-56.7340560434142,-40.0787245844132,-51.34386629753305,1127,1315
4682,-58.17225838165741,-57.11395403621536,-41.85310724519521,-70.66713917409406,-55.31349611500751,-62.34244944520087,1993,436
4685,-57.85230118215429,-52.611872279666244,-43.17141099436953,-63.353713060753435,-53.473186225551885,-52.963934006679466,1601,71
4686,-50.465446208056434,-52.43787378147768,-52.5061143593307,-54.03172863880982,-57.356562282792225,-57.41942493722466,571,116
4687,-54.569336307966864,-51.82530279979646,-55.001510278520975,-50.95800832562121,-45.914048489520304,-53.42322685084465,762,1135
4689,-49.01750236051454,-48.38809893404303,-50.509685492024936,-75.87492046715505,-50.30708332264477,-61.088648113484595,843,652
4690,-59.197758106695005,-53.608135824202385,-60.37918240727065,-49.40689353047233,-45.07540799482071,-54.7103042189947,589,1380
4692,-63.16620813880537,-59.13819457673563,-55.21901667981297,-55.076043435055,-61.575056523317485,-35.41877476924947,1800,1348
4693,-51.94920417108974,-49.47481891673092,-55.30475193105655,-60.106877598461296,-59.72053651261932,-61.24224529436054,867,672
4695,-36.68793973301525,-56.75645019011303,-60.25909157312431,-55.68075498258782,-55.69825180682119,-67.92407411866996,54,250
4696,-56.0946237229178,-56.126130502880855,-53.12237349756582,-58.78710560578594,-53.87987247013075,-49.59728929975217,1311,882
4697,-58.05298459823536,-49.347039435250394,-51.78130776484675,-56.462857371497144,-50.700320126043856,-48.867523399326245,1518,658
4700,-63.765135906328396,-39.791625418681065,-49.34552631109238,-53.52751898097659,-57.92559326865145,-52.50483699389549,1167,66
4701,-49.50474645443344,-42.459359611137806,-56.084641383450766,-54.246548449836254,-59.491441724898024,-53.25239553753082,842,263
4702,-65.46901800991272,-60.61125842584539,-38.280996015217426,-61.02862058089774,-65.31110060698045,-63.860744362489996,1931,234
4703,-58.138648884279114,-42.315926389529494,-49.774477217055555,-57.33860661468417,-57.27172347814876,-53.69100185904301,1297,90
4704,-53.08904224000159,-54.56863886913841,-45.98720859309955,-57.01553565964587,-52.75060909927408,-62.98841909131353,1818,481
4706,-53.917125705502485,-41.28239405450826,-56.30950294820023,-56.61882510753589,-56.501728694181075,-51.15379809321464,1248,38
4711,-52.76666798661111,-46.50257195235139,-67.71556499256165,-63.21868812232208,-52.26409531996328,-55.23726274077067,736,316
4715,-55.528288301143135,-59.72317591145902,-54.43591315478163,-59.69626253915977,-52.270219760847134,-53.714557147477706,530,1443
4716,-55.178569554660655,-57.63635083465005,-51.81444033291974,-63.94013481448273,-55.847962483453344,-53.371753003246496,1812,639
4719,-63.987333035203775,-62.405041832987294,-52.714223026682546,-49.02948673677592,-35.41445312365945,-61.28511734763087,885,1380
4720,-64.87843572645878,-52.607732250140614,-39.70188260343426,-59.17709500700603,-55.99067975014461,-57.832632044121475,1989,359
4722,-56.62513327958081,-54.81879966399923,-54.16925075478602,-49.182744267519084,-46.24507367507799,-51.341105179210075,761,1147
4723,-51.64304976405161,-53.68846274637142,-57.092005457754205,-53.15556613186558,-52.99855898220617,-58.24280571734913,10,647
4724,-55.82392717369576,-58.28332161606323,-53.05944941909124,-50.70108513567501,-41.25338231534947,-61.067605423009596,758,1361
4726,-53.38654478458152,-51.75233689868912,-63.17033351440324,-58.34545724360959,-45.007305373818184,-48.14749918358317,1301,1113
4727,-62.517583002585525,-40.67424596750367,-58.95014512373899,-57.65590323692489,-59.88546750018409,-58.785756286996964,903,1
4728,-57.54417360810295,-61.055513641076274,-55.02177094415452,-55.80869417841768,-63.715218622930706,-60.87158093906987,1549,1432
4730,-68.24703984477158,-57.96272407299175,-24.526809717272545,-63.01405052525374,-58.64959326760153,-52.935657396749775,1874,96
4732,-59.57778436488933,-66.29461206102229,-51.662065121164964,-53.66948534175356,-53.10721569388426,-51.58952713341209,1382,1055
4733,-55.941444132122186,-55.94334016513137,-54.125516229781255,-52.78032650681126,-57.80650251440573,-35.93532250106385,1797,1446
4736,-52.89902140602167,-53.8563092175761,-54.178310092060755,-60.323721383976576,-52.21567714370724,-48.7543794593264,1514,1030
4737,-59.23049676466087,-54.14010317299814,-53.62792528698896,-54.45728099046135,-50.40916064414371,-32.03748958721618,1967,1465
4740,-80.06673179457117,-59.06936175750259,-60.12645089136862,-50.52312342857129,-42.21122662440064,-55.12177514136802,838,1336
4741,-48.00547297341432,-56.51489962886175,-56.072127967508045,-57.25819791556569,-51.904257787334664,-66.08474135996718,232,713
4742,-54.653399502887545,-54.244396951914084,-49.38778691843983,-53.330042207384196,-57.373446666046846,-45.255358261855875,1750,922
4743,-54.00801362137897,-53.48557291057851,-60.32127326845678,-57.4144111245241,-54.27345398106083,-50.23205624965172,1925,695
4744,-60.27780866848326,-52.39083897909482,-51.74390459192921,-67.26533650795854,-54.77259329164254,-51.863699651866355,1355,645
4745,-71.46917535516538,-43.29800393467076,-54.26897084963674,-61.235092974877944,-54.360828787110655,-54.54422797122436,664,37
4747,-79.45533032809702,-53.389736387926696,-58.632311074187314,-50.60766341601662,-51.13590821771001,-57.81883324610769,492,1141
4748,-58.67007047478929,-51.617281024760004,-60.7950923071443,-54.0316193084747,-56.50071553572677,-56.075358415507196,1114,717
4749,-55.0507222465945,-56.13237696704148,-62.4484993412583,-56.04320320088081,-53.673508267748275,-57.18303763154271,491,688
4750,-50.35865071701671,-51.29465221778475,-56.059987116783745,-59.1057235469075,-56.09005990067304,-57.9314081370659,153,539
4751,-54.684589955399176,-55.772193899235845,-56.96200462147089,-61.32327360636543,-52.948685963035956,-68.24436712603824,480,357
4752,-61.93690108781924,-57.45270843977839,-58.66522045495765,-61.98721250246953,-59.58199470427538,-33.04915942322767,1986,1386
4753,-61.80836128996884,-53.72088767137457,-50.57663087299417,-83.39213149795414,-58.232567905927056,-49.63820566899656,1536,1322
4754,-56.65598443012389,-54.784293358889975,-56.06788021618166,-37.65492005735383,-49.74640703235131,-57.48553973000828,167,1246
4755,-27.2438353180741,-60.125736783205824,-66.85192102697307,-54.908165566514235,-52.93362458446716,-65.03016020990022,135,114
4756,-64.74968291813593,-53.89751329131522,-60.67626972797348,-52.82688702577816,-48.95171219644435,-51.58901315693254,782,661
4758,-65.4830628715376,-58.68879988722881,-60.2150950752597,-53.4915029262461,-48.40490131401678,-57.958016655133655,1510,964
4759,-56.738562847895864,-60.05214079301915,-66.80372526150035,-52.298006896699,-53.46876558911675,-54.05294126282807,1086,888
4760,-51.4430693462661,-57.25714919485575,-66.85609422900752,-44.0945118976224,-50.53685461085366,-65.62260120532517,387,1390
4761,-66.56458233216887,-46.952027170957365,-49.55432453874778,-56.04957049988934,-52.1127531173842,-55.08852727988658,1334,163
4762,-54.43634665785748,-50.61050037663244,-48.269026414567875,-58.84626121920307,-58.14332738969652,-57.71541467911944,1167,477
4763,-57.82710892035254,-59.23226810622956,-57.58407793638581,-50.6206625482767,-57.99191004392356,-58.517208979906066,114,707
4764,-51.41221053653265,-75.06969888512617,-56.573264022939284,-53.93784690108161,-37.90368421267486,-60.48901031453782,875,1287
4765,-57.592931532411235,-47.60523344059707,-55.63717209843567,-56.05197237044021,-55.137721672298795,-52.53349561518676,1259,529
4767,-39.72850844204671,-53.62858741403891,-67.7457969855363,-60.26253527534861,-53.01397372665187,-60.781526742204946,233,89
4768,-66.73338270762487,-52.2411370083637,-55.28806794798534,-46.86051929020259,-46.41592749911978,-61.17280211908239,340,1392
4770,-63.53298926344131,-50.11788437624362,-45.87220618064565,-62.11064926484323,-68.63879270241085,-68.04357733113397,1744,121
4771,-59.682880062665916,-53.22740212083681,-54.87307449265542,-46.119009079223204,-44.556545425577674,-65.15297762417387,666,1244
4774,-55.70913795557382,-60.617167537587775,-56.714197254845175,-52.62127929278584,-34.742353144593096,-57.81142273068065,1097,1355
4775,-59.989786780667714,-55.87489536078104,-66.81666548230457,-59.08304937208948,-49.253989399959146,-60.93757138227578,383,736
4776,-53.59088061425531,-54.53381937637911,-54.9934952102178,-42.546741918904104,-53.59566496406035,-54.8485809918008,300,1163
4777,-52.91175837689819,-50.11013250703832,-54.71506816023819,-47.30690990843308,-49.01051731231888,-62.09004729177332,736,950
4779,-55.36096347011969,-68.54975157147273,-32.41093071410718,-61.66312391843287,-53.386384333740004,-57.2482711923349,1845,56
4783,-53.607665348413406,-64.83461808375222,-57.16089240530244,-38.43414794345094,-49.360105070935944,-55.14304389676135,28,1347
4785,-62.23213693963035,-51.32065016514402,-61.202026705384085,-57.03096719674061,-44.92000805682799,-50.032018519643074,1288,1119
4786,-58.500883875502446,-57.28758228589623,-62.47990741581022,-44.58205307728662,-54.04373957947401,-71.04243399801402,488,1323
4787,-57.88892474302605,-58.27974622170491,-57.37425970993972,-45.48193694031161,-44.12010488536086,-53.61564649719779,543,1459
4788,-54.807792420561306,-37.14966620869766,-49.967397961050715,-63.659002687962726,-59.55207176377536,-52.00433345066089,1157,30
4794,-61.615559323803,-51.892341861468424,-49.470371747150665,-63.59162865707458,-50.444446703691035,-52.96909198916779,1989,758
4795,-57.700259337555934,-54.12041368899061,-63.142219484050074,-61.86429063576156,-48.315596861326426,-55.71915097773306,1514,1120
4796,-53.67080275817358,-50.26678309123704,-52.894909982287345,-55.00646332934511,-56.09576771396409,-55.67620793700204,1122,568
4797,-51.90633837743252,-46.712676224144055,-47.88317100227765,-56.119595065406926,-56.100381447074305,-52.79553014145739,1274,272
4798,-68.7641858275125,-55.16127289305018,-56.36942009814309,-55.757732082351495,-59.025240215917165,-61.8711288866058,1916,713
4800,-55.49346377715338,-51.01018714134596,-49.224625260478085,-54.75886196826519,-54.82675085125601,-54.32105114805469,1499,236
4801,-62.18590762907907,-56.20156871678687,-52.53536900087837,-62.3889709719292,-54.281687883454495,-40.95282070278979,1956,1166
4802,-60.049706180404314,-53.50011158122237,-50.152032299531044,-57.74099298157937,-53.39956049511322,-62.317138136452655,1951,502
4803,-51.61640703538369,-57.10779923051463,-55.5885735982676,-50.90853146700756,-62.29294066423061,-53.292212309035456,503,1469
4805,-52.06674929131442,-46.13395596290137,-49.56549191251318,-58.83051624796021,-66.11931792420567,-61.01275246642351,996,338
4806,-55.64702149698519,-60.72459108988504,-57.86998567413743,-43.02682615897307,-57.47717396806337,-64.32092536663733,276,1317
4808,-54.67028429861291,-58.29843322806098,-56.375096418254635,-56.22986207157821,-60.88104478454555,-58.80779220281755,7,660
4809,-46.273105053632015,-50.51189680231127,-73.19742846091589,-51.3192014983461,-53.53830318201149,-59.62310728433507,82,472
4811,-65.39289299227845,-55.881260882074024,-53.53992821930962,-54.26318231272195,-46.39690278809944,-54.92383317092717,805,1105
4812,-40.735545351766845,-47.3728121677438,-52.34811771527531,-53.08104960832669,-55.0702832729,-55.66724106602444,297,61
4813,-57.189902577998254,-55.27278012039491,-63.484366222589856,-53.61685030565163,-58.45469997701636,-47.638542215377385,1528,1285
4815,-56.40019608781398,-61.56165715593325,-56.139534880641534,-61.02036801142599,-45.02766873951102,-52.131597034513184,818,1093
4817,-53.71350420380348,-54.357749530205396,-50.923582730547295,-51.89060224546944,-50.80023531509168,-47.05325135254148,1634,926
4818,-55.32364291103577,-68.2466123486392,-71.56672182794709,-54.15571316554443,-51.549067116312685,-47.79853518261568,1787,910
4819,-32.71669794531442,-64.19263659924584,-77.50501107927663,-65.36873424736072,-55.748523492029804,-62.93029498201774,163,100
4820,-57.56119826816602,-55.74214420135451,-47.93136846080681,-53.024665938149475,-53.5032512806649,-52.870549786930845,1660,529
4821,-64.63353440225302,-60.97167428046569,-57.10435124010864,-53.36527353694444,-50.01867128871223,-37.55728127715608,1979,1461
4822,-59.0465860973022,-56.51700320317043,-56.582233658810694,-55.78833123379632,-49.813976348991254,-50.03603348443315,1417,1076
4823,-58.52592830404543,-48.563066667585076,-54.644588112925845,-53.20906367470228,-51.69732571682224,-57.62450845409618,742,511
4824,-57.20576395761876,-59.53397847855857,-54.69517498272107,-55.68651082154895,-46.59784631809152,-60.310509249112286,382,1480
4825,-47.236445357555176,-48.80583960858341,-51.468001247637424,-62.70774196147303,-55.60712945095943,-60.88905785670542,553,726
4826,-55.813964460887945,-53.52544496468657,-53.28264168763995,-48.00474975877275,-52.171395565476686,-54.804776143242705,329,684
4830,-56.87047842221156,-56.50538597010902,-54.51260585584943,-54.06315359875536,-44.917874804345416,-46.414897081309064,1485,1454
4831,-52.06241224310876,-55.158027958793326,-54.80703664149989,-53.663008854293096,-54.456633983049116,-56.0962589634953,606,557
4832,-48.37429323085389,-53.59733708736047,-60.28741658611959,-50.29511303891968,-60.00646590101991,-51.216555826999524,293,921
4834,-49.54717771123745,-42.5234595555893,-60.60214451607584,-55.52722012467989,-54.52632810827745,-53.56299479484494,646,12
4838,-56.042725681639126,-52.912154148952474,-58.25075974346998,-54.36827059875082,-55.22074765327349,-59.407654412340776,1023,721
4839,-54.179243270302365,-50.61080774595599,-47.81377886812891,-67.96451329956501,-56.26775411773765,-56.35784311181996,1532,557
4842,-58.55286913187424,-53.06841686673871,-59.4901807310431,-61.23796961641871,-64.55323024809397,-38.16706857017434,1887,1495
4845,-41.85196660463629,-62.65354522918872,-56.97644010457631,-66.15802998839247,-61.59911827233664,-55.73089530023451,353,324
4847,-54.85542978329424,-68.14691120099894,-56.247880555916396,-51.33252379056475,-44.47204869418585,-64.5505487184847,891,1167
4848,-57.19660688481075,-58.18339746684941,-63.90821794608557,-51.46225956950783,-53.434770754708794,-64.51110147226936,519,1412
4849,-52.78322614415248,-46.60883435931596,-43.006815693539636,-58.628445392735344,-59.29659014458469,-55.28084514352336,1628,62
4850,-56.03673735321795,-60.972031018490085,-58.28726123149281,-50.48344366437907,-48.37044792043558,-52.58952927176737,612,1099
4851,-53.23144251597355,-57.29386160563525,-57.34787701441412,-55.76734565664783,-57.17946544223756,-60.32374600625384,1832,498
