,ap1,ap2,ap3,ap4,ap5,ap6,x,y
3136,-62.23228512310111,-56.040956264620135,-52.061464193558095,-53.58552358454925,-46.95109413405282,-50.39882496711674,1604,1437
3137,-52.6684475439086,-44.78613791750131,-49.31800803793247,-58.69145452954321,-52.31623002819596,-55.68550932587458,1346,125
3138,-65.90623503853867,-59.51508190910205,-50.168002002943254,-60.04606940763459,-52.80903343030261,-50.55476993534447,1682,774
3139,-55.40446928043285,-55.57897179931575,-60.13667841261264,-54.66104228165658,-54.12515242497007,-61.96152323822011,1886,963
3140,-46.583737910113925,-45.953223152720504,-59.39579274872756,-57.22275355064604,-60.40472759584806,-55.18156541239939,585,183
3141,-43.7766715147253,-47.91594711707772,-60.78820571821177,-59.846583861618825,-56.558386544102355,-57.310517272362205,447,301
3142,-55.000065409889906,-58.42325734523804,-49.58354315155322,-56.92043756089126,-55.88957917668283,-49.32134564328042,1749,595
3143,-57.793184646403795,-47.99707725312571,-48.99788431100327,-63.083009407790385,-51.68374041299313,-55.06870148875187,1386,605
3144,-58.75097435817856,-52.4532996165168,-48.003197991964,-57.33084625986955,-52.62834554354015,-54.98676708017317,1516,257
3145,-48.888548125643894,-60.948042251968815,-54.21012749953219,-51.870591266350566,-66.7123302692413,-53.981553531228876,371,358
3146,-56.86594774935314,-58.87888108275107,-62.78351544825746,-54.7805496032813,-55.4991308752556,-60.89825996170026,1838,583
3147,-68.26499998481565,-57.90664575693468,-57.97011218825083,-53.907482426273404,-56.38821702707069,-49.61712528905902,1877,1207
3148,-53.48207033390389,-51.72670595273792,-55.92397777875931,-59.70678395720853,-62.633994153776044,-54.29419380915496,832,448
3149,-57.44449902836867,-56.60607424357079,-60.24329519089042,-58.09945547120488,-54.20705865300722,-47.6713981817122,1505,1297
3150,-54.59425288980492,-56.68092822373847,-55.47384112625488,-58.38008941213219,-45.682217343382014,-51.34467768217423,1190,1224
3151,-60.446645065185066,-55.502624698092866,-60.81881983095292,-57.39911995135526,-50.16742518761439,-48.0204546504239,1747,1104
3152,-30.03533142540758,-50.42197647392846,-54.670427353507364,-55.227607483321385,-67.464010062743,-57.79798404183804,70,143
3153,-57.72131453761992,-54.64009381606908,-61.11063433518487,-47.7944583722968,-45.36103642303629,-60.497180442220795,476,1304
3154,-63.292970666417375,-41.416567049466366,-51.82431374600897,-55.43707901825538,-54.08203466765958,-71.40107249634033,1201,225
3155,-56.84711074229392,-50.690809436752396,-55.918750342502584,-55.54088689091372,-52.98841701245304,-56.6219738538068,344,703
3156,-55.63232805839877,-50.125907454602526,-64.58556097533999,-53.2686283803131,-51.80616831179697,-53.30203689185879,1205,799
3157,-54.070495587125784,-51.41558724521505,-67.73441260906861,-51.80103200136099,-49.990607823136656,-58.967713288084475,1206,670
3158,-76.07181337817204,-52.568857182865685,-57.43208761703346,-71.64654364168616,-51.43047946582816,-62.63311602412159,1995,751
3159,-60.33212161162545,-54.40019701653901,-64.06503585398836,-55.62147041550596,-56.37770492634661,-41.483091789727375,1730,1145
3160,-61.44021247942938,-57.412949640006914,-58.6013478803593,-50.84393385817676,-53.8832686637759,-64.50249245701536,648,994
3161,-39.77880846434677,-66.43651989367493,-58.03872502434605,-55.68708676115587,-60.26394414788935,-56.48332529331488,8,396
3162,-60.676936129340675,-59.7481398030674,-53.142130012243214,-53.82309170249404,-56.969487325315605,-45.33112319683694,1984,918
3163,-54.21321743424259,-53.997913178721575,-70.90698245514774,-33.68576459979761,-51.09501330315744,-58.19660350350418,52,1482
3164,-53.87689033573433,-62.74048774027149,-59.57366436506126,-54.70926799771196,-48.98932907740565,-52.897058972280426,902,960
3165,-76.60413919276463,-43.50133004517086,-52.71490432829522,-56.82909560739618,-57.951508599924544,-57.06775332895853,1088,256
3166,-64.27750800641641,-64.53323012678808,-55.39597469253117,-54.38741331255332,-49.407475153156746,-54.282154793111616,769,1220
3167,-54.83031855508436,-67.27202312213025,-58.28162121737904,-55.63648227717712,-45.32728929166562,-50.533672211990314,1433,1220
3168,-63.49476178471919,-53.816993696113364,-52.229203559204805,-52.80093851808146,-51.26902483611435,-51.68155506263908,736,862
3169,-62.21147329591919,-56.945077693452234,-48.03106030721456,-58.494430139543454,-59.6122586836795,-49.382700225244626,1984,753
3170,-57.542076378308394,-45.67818458383676,-48.62719228699788,-53.570871720413734,-56.29099576225954,-54.43132901491194,1106,503
3171,-61.263954724131466,-54.159545889333884,-57.00956491059371,-54.097488134159406,-53.63413051213847,-54.92589556925577,972,840
3172,-55.2178772444491,-54.681174427172294,-53.69288796354404,-54.69453332856972,-61.45040189506301,-52.150595081003644,1748,895
3173,-52.206616717721765,-47.51344869505881,-51.65939241411259,-57.084867420177716,-54.35123458184913,-56.43274469363419,1139,571
3174,-52.559436040414234,-63.646907206612,-68.25199174804015,-56.91375298711612,-47.443541916663236,-47.25436372155518,1276,1168
3175,-58.80428086436637,-52.81702113128625,-55.30821654304545,-57.85569096739408,-51.87584849996453,-34.97326819258212,1952,1476
3176,-59.85378761647388,-54.73871143905712,-55.77081043154799,-63.67520935575038,-53.80117548281607,-58.083108942428964,42,787
3177,-57.01987178497851,-50.80941800353722,-35.46352592511394,-59.20601138113618,-59.3213296148884,-53.972555072236574,1793,22
3178,-56.05939132096439,-58.04618501845241,-55.30538179189237,-58.83808061331632,-50.56582209296509,-51.31515124935764,1486,870
3179,-70.51752361522891,-54.68828196073087,-61.577732843494275,-55.911693349222915,-49.06556588862561,-51.479387492814666,1291,823
3180,-52.59081972666976,-51.971813677991264,-60.79682861289376,-49.104140756397854,-51.558956775078926,-51.502025780332815,400,960
3181,-50.891797522914366,-42.01953367989853,-60.8437984566862,-57.06713416944318,-65.2942918301702,-56.925789980658614,892,407
3182,-54.779564653069464,-54.3213246618372,-59.07500996309465,-59.24754258462204,-56.67350265017631,-56.57394747895072,1006,705
3183,-51.93525119446622,-62.353924989699735,-45.25292600973745,-58.55960111258986,-58.31676062534525,-54.5150024887421,1959,541
3184,-51.48104514904652,-53.133940288817,-44.905948134472034,-60.062509465225546,-62.005091169229715,-59.17952981749069,1843,520
3185,-52.31647361108605,-50.01441985300187,-59.62631929881874,-54.90712406651198,-55.94006745158409,-52.67975232364145,1222,403
3186,-56.12265114810826,-63.05494440071635,-56.60903968873491,-58.92179536694188,-45.067080747643004,-51.88008544936559,818,1094
3187,-58.07807802857644,-59.850740061772356,-44.95560033273895,-58.651935528896075,-55.79986651240524,-55.83664885593941,1839,358
3188,-52.73319844853607,-56.296255413214354,-60.241431279578066,-46.861465408085905,-56.30436450014283,-57.41786318703062,75,1048
3189,-52.997904605849506,-53.566987617187856,-61.43354050366763,-20.429175131874484,-54.088653886747416,-63.336755781860305,116,1398
3190,-56.79414021091525,-37.8637762473099,-51.54908684382106,-54.061169509062914,-59.621291686205225,-59.74279914849173,1205,36
3191,-55.74612089765202,-53.64351023646801,-56.278336450059626,-47.70822180163971,-58.101825727893875,-50.892898242374606,296,1031
3192,-55.90494102895863,-46.53756364835829,-50.63745443699277,-57.49736723090769,-56.22229975672998,-51.62810995721803,1256,399
3193,-51.08873683105084,-48.934345165422705,-54.270906753997956,-54.08655530628405,-60.34449387031118,-51.88168726497153,1020,406
3194,-54.20754105684583,-53.17615525330757,-59.82949389644938,-54.160826803330735,-47.57217461806722,-44.11529296033052,1531,1264
3195,-54.76970040884869,-48.57631254997089,-47.70578358196733,-55.312990095653475,-57.83227537086987,-59.674321514447115,1432,289
3196,-55.18944468219001,-57.495811825799635,-62.264011711721466,-65.3217986402037,-66.0290583567904,-43.88883824565396,1738,1408
3197,-55.220129815027704,-57.65999469288748,-53.648039121117066,-48.861638153365746,-42.16049984977555,-54.750717431642954,923,1189
3198,-54.96708588049194,-53.761662028808516,-55.22566706509729,-39.63769702554761,-50.12308670657688,-68.46710419176739,188,1307
3199,-58.93786803167944,-61.64964550841199,-60.26830186637643,-61.660496213275636,-50.42195767259078,-47.81232261003038,1448,1245
3200,-59.55060947357411,-50.112662906471044,-57.023292035271645,-52.52141537151093,-47.40198500972003,-54.20508967119136,816,851
3201,-47.47120734466381,-48.46643932300581,-58.192185398186226,-60.22130454678285,-56.01298638891383,-55.966948899371914,529,356
3202,-55.832867950411675,-58.0489449531074,-51.429971347796254,-50.14016240315185,-49.9097358254632,-52.78574476984767,630,934
3203,-61.69913664257554,-48.03327080398912,-55.7716808652429,-65.45126317497332,-60.194942644001955,-54.32673948932446,874,616
3204,-49.91940430993124,-64.40427656917332,-52.68787348787277,-46.83777295289134,-51.944811740418295,-55.721322553724036,186,901
3205,-58.60966601351584,-53.85326896478724,-56.97130986447046,-65.63600989109462,-50.47055331490101,-54.57764031526196,1083,929
3206,-59.17613887659829,-62.886053365148925,-55.4987138644485,-52.510470181235405,-48.28360409438281,-56.57945756854801,369,860
3207,-58.7522216848463,-57.34718648313412,-53.08671188493954,-54.824693205862744,-64.11201645718269,-49.76885591711032,1868,994
3208,-55.251628071528415,-54.89063716350563,-59.64801545273289,-53.79930603173625,-52.593316842192834,-52.84797271021132,1052,780
3209,-55.58333839034334,-53.495014255787545,-45.78268286419928,-53.660951244433406,-54.04918743738064,-52.62654747811225,1638,524
3210,-53.51418083747748,-57.96551503790424,-57.32908359792588,-30.917476401804084,-49.53739026136682,-55.83440956043532,122,1352
3211,-57.82212911761367,-53.517618033900185,-54.88969458704518,-69.53901794053772,-55.398338689917416,-41.877584542897154,1961,1144
3212,-59.051734583458654,-57.509218392009736,-53.37658440149258,-54.76878040064875,-44.956946916912656,-56.46632954591809,1198,1155
3213,-55.11333176490048,-53.04910693112252,-52.36916200333815,-48.74434538737376,-58.610441182868904,-56.01531935827743,69,671
3214,-49.9332060746519,-56.470453962654936,-55.939189903296906,-48.54150426290745,-58.159552116926506,-54.63466637844455,200,746
3215,-52.19934030993595,-49.93215307572926,-54.68186142160224,-55.63975482368231,-56.78740164523012,-53.429695054489585,1740,476
3216,-52.69874978713815,-45.079329070053184,-49.06140364153441,-58.00246580046729,-56.21649190974245,-51.40989902224149,1263,419
3217,-55.829127345465125,-68.85137510193225,-54.95889104883449,-55.33460906802837,-60.835377640560296,-36.036880434237865,1952,1317
3218,-54.036228630051106,-49.64783159339053,-39.75699399878765,-67.23565402125656,-55.27330391379639,-59.20681954645963,1984,285
3219,-52.44425915258311,-46.24854697224358,-55.443911250645066,-54.43241004214828,-60.04387896164073,-61.76037571368403,1049,399
3220,-67.40450875457886,-46.885696407625346,-48.75514290921536,-62.989757133423055,-55.95690093861083,-51.026111512219714,1603,99
3221,-54.85176474294998,-39.718086897361516,-56.21439138895234,-55.25292740422654,-61.300058404784025,-55.257365742628515,995,221
3222,-56.17277892361918,-56.047795716663124,-56.067834804779096,-52.160942902240734,-47.02997825945843,-53.26125396584928,862,929
3223,-61.35790225423629,-55.96586147377333,-50.94304921292511,-55.72471797111148,-55.56152961233397,-51.695188631253316,1339,840
3224,-63.72918961024445,-54.65807432006028,-54.135286141978085,-58.31199792215187,-53.66123047234243,-48.67119074484297,1645,736
3225,-59.51559684020065,-41.59946858713482,-49.03701575035663,-54.87352295236583,-52.68686228931216,-58.191327776417,1195,269
3226,-51.577002604663676,-48.38500140134996,-55.39369425614724,-63.756510311768494,-61.833627549826346,-55.021079806583096,950,520
3227,-54.85472842024028,-51.962180218875815,-53.13463997640057,-58.029802487459605,-58.491237172107375,-54.11802881365993,1711,702
3228,-60.450593262484276,-49.89820873520028,-45.832475061168445,-60.19963618807783,-54.68155039184586,-66.9770002766594,1749,116
3229,-73.86361841855808,-51.656825207785076,-36.86347927064452,-60.81672585833138,-54.920602970237354,-63.677333002369764,1920,221
3230,-53.454522940271175,-54.36454181856783,-52.12989591678701,-57.023063995855345,-56.73516013230359,-53.206076094262215,1639,815
3231,-54.93114719367527,-54.245624318259146,-58.43382109937152,-66.57813069855968,-48.541975215203806,-39.89072615361505,1783,1278
3232,-62.34419577202027,-53.12757163752686,-35.29123617424122,-61.19404640776885,-53.864199501557756,-53.46979846223939,1954,231
3233,-53.500886170797045,-54.33094864785441,-47.055995427865575,-57.58261082224914,-57.56236828761131,-53.27075065964362,1513,309
3234,-56.829842672332816,-57.73660594282076,-55.87165719113989,-26.940768179176782,-60.1976460805667,-61.321138357588026,71,1384
3235,-52.50520953242556,-57.30020793766737,-41.9278200090156,-72.58749776815178,-54.680055487518416,-56.90496338191873,1781,387
3236,-59.79950885387895,-61.69732819189626,-61.790928941756164,-64.47767364404096,-52.98487288170218,-59.513424787168596,1951,463
3237,-57.3418819714281,-59.6661057308239,-61.721151908373926,-32.84560535483996,-56.351725769867045,-60.88892477200109,23,1365
3238,-51.60205094061755,-51.01207599650693,-45.944766669869786,-60.544782809600434,-54.70407262076616,-58.32344311366312,1356,286
3239,-54.788581600167355,-57.546273551439775,-61.5670214903427,-53.84913421918209,-54.269103880723065,-54.513383326599644,1069,774
3240,-62.622893345276324,-52.49449529757833,-65.2843166182344,-63.45085780479876,-52.85229317382773,-55.005361861254485,782,535
3241,-52.8065343698257,-50.2390992433186,-37.693136901256835,-59.12467020318252,-60.25034601898024,-61.895984779756276,1741,158
3242,-61.27750087443313,-51.294035418473925,-58.94696093256802,-67.45273299500705,-47.61188292926037,-49.26454098435008,1261,929
3243,-57.412511200395556,-55.456069060280626,-47.89076410426514,-52.88985872263356,-58.39376572630379,-51.68930665536002,1612,698
3244,-49.457391147714745,-53.18993386765213,-60.70354612373913,-52.73053965845082,-52.97659289693061,-55.02089414082026,525,924
3245,-50.88841943506588,-57.34939681392579,-54.60145123158156,-52.69504920404542,-34.412466138657955,-53.388095468374146,1034,1466
3246,-64.97624738628895,-57.250099209341926,-56.26404834780565,-49.31022144900804,-45.98533231324248,-53.27541013888186,505,1356
3247,-56.19880495290424,-51.71836208239277,-50.54172576970672,-59.246273340000464,-55.73514880000707,-46.027680201341056,1979,995
3248,-59.05422503496481,-56.90229202464866,-53.245079279860754,-59.117959462343066,-42.66761646836574,-49.39445028562336,945,1154
3249,-49.298511305372614,-39.9513563514953,-64.90601809608856,-52.386695978624346,-54.5423867755613,-52.87583205646082,762,157
3250,-54.21492880857037,-59.5294548098761,-55.990050426640266,-53.82463028023599,-46.05268000511286,-60.19064495261706,879,979
3251,-47.81071261681599,-43.612829523556364,-56.201843525623985,-52.90370936554784,-52.84939666597986,-57.57407739076992,691,280
3252,-55.933049386598235,-68.73322210402971,-50.15949660072481,-55.231812562632584,-67.87725217904317,-53.36570553051725,1865,518
3253,-66.09608383391699,-45.71442418748349,-50.514357652977594,-54.426036538320034,-58.08567080401987,-58.97117511987071,1114,494
3254,-31.888883351229506,-56.73498154350977,-54.25858674325458,-62.020396134131076,-63.03320042414629,-53.48909947261813,70,158
3255,-74.78556337364395,-57.99284833123991,-56.269016642910834,-55.24672645311311,-54.57627603254459,-30.994139731360097,1978,1427
3256,-55.120358708960964,-55.24380790912146,-50.986935057780045,-51.43716509367187,-32.735813955513024,-51.66918975815474,972,1466
3257,-54.05231434641851,-53.47879323017143,-55.83049952840482,-48.97249540585058,-48.90733481057044,-57.35263092155611,722,1090
3258,-66.07836621534038,-63.24791473657699,-56.5391140213033,-49.77845210185072,-54.918505370062995,-54.13766394722272,157,954
3259,-55.081843238433315,-54.87612504527856,-59.18854727526127,-65.01175662046887,-50.90116856706228,-54.38617630985421,136,880
3260,-55.70030284595746,-51.30512820582833,-59.844726863521814,-59.68258688480978,-48.27592229715784,-48.02401689205137,1734,1178
3261,-58.202692598729946,-37.67515035579757,-54.07016992403559,-64.04856669369654,-58.3313659180841,-57.3322989813126,1185,8
3262,-58.79447106119727,-57.19582630004726,-50.42625518869522,-58.96367978369743,-56.56756153276184,-44.778336626291384,1540,1394
3263,-55.77177687377794,-57.83697129373248,-60.04721426657716,-49.130864768946054,-44.86964306501665,-70.79816192664877,649,1333
3264,-60.93130971482245,-57.351287431645574,-65.09412071264326,-41.01468220015174,-47.21566277930834,-69.67068431691017,248,1287
3265,-55.2941443925,-46.40293094755337,-72.49748277043517,-58.65467295269966,-61.64356856648183,-60.26586074339407,843,503
3266,-55.91392382498086,-59.500225044670394,-63.36950366442768,-57.64247276318521,-49.957386012498105,-43.017416583152325,1817,1484
3267,-36.53202117897392,-49.76184611439553,-60.17487633689561,-58.205693020348164,-52.98059271229266,-60.52217740910284,212,188
3268,-59.353450807338064,-59.85582953118279,-54.64011998172658,-52.43230371064938,-53.01875664926807,-50.077736763136826,1683,1011
3269,-62.455043551533166,-53.97872481771792,-48.45108478167155,-59.96587071534668,-58.72147001671994,-55.95299269041203,1823,677
3270,-62.76464508921383,-63.43345043356189,-43.6897458054854,-57.59305421184534,-59.30599797946588,-64.66675126175498,1941,452
3271,-56.55534406123489,-53.7203454677071,-57.6995100827606,-53.72533290456512,-49.98028254343795,-67.72567042835671,326,1403
3272,-57.730532213329084,-50.884012237694776,-59.33320059495521,-49.4219782643348,-52.96366671811214,-51.548849172438295,762,800
3273,-59.13184379395483,-47.66070612235413,-35.58572078010329,-54.497712760475125,-62.13617664182068,-55.1118764711812,1902,207
3274,-61.92040065463972,-54.984107189179674,-56.546373680825546,-72.9639500560504,-48.2879795430041,-43.18943475123102,1543,1491
3275,-52.60970703210383,-59.12068463819853,-52.756088623560856,-54.34443771668295,-64.81745591699094,-49.467683517813214,1970,680
3276,-52.602235782181054,-48.28244480986114,-50.274281904311394,-56.331521514292156,-57.34384596693879,-53.93282710532101,1464,214
3277,-53.39893581096496,-44.576922481543235,-50.37504529124305,-57.030874248402824,-69.58885389988197,-51.8313515540241,1139,32
3278,-59.24001711270053,-57.70475677629227,-50.0366609058907,-53.07220146884848,-69.24605075285146,-57.15634568123944,1972,942
3279,-31.112161659479288,-63.52750074904188,-55.67026935412652,-59.22369127948208,-58.391484866603285,-60.35209717662998,94,51
3280,-43.922206898873156,-49.01188955497994,-52.60843408108152,-64.22330408410949,-63.10537469812081,-55.329712947859306,426,353
3281,-56.62894654621023,-58.50221384617459,-56.62073822063736,-60.988958639803016,-49.14751174516936,-50.05373807541032,1183,1046
3282,-60.67309472743504,-52.99195583452699,-52.19394021189913,-55.73959967774999,-46.72772679163611,-65.42572404232804,1353,1314
3283,-56.47703146646193,-54.04504606056968,-57.03518782515211,-55.7887015851695,-49.95888236997908,-59.86073448158149,1146,1058
3284,-64.15908989098318,-56.735132345143136,-59.09226841663282,-41.04521923207355,-46.9558672410588,-64.11492880349465,231,1277
3285,-57.881208685805696,-55.09294351454238,-63.17229470156339,-58.37044618575917,-51.66975409983361,-43.42077698261414,1943,1071
3286,-57.150037302169196,-56.23289884105265,-59.31159201603169,-37.675385006722806,-49.93563092394878,-57.7050795796848,205,1306
3287,-56.46628478899899,-56.32358530609123,-54.8303469147925,-55.55552653774775,-45.51441249794231,-52.62243733652342,459,1451
3288,-54.55847862261788,-61.54144726197438,-56.72143434832211,-35.0940306588617,-50.492000199770416,-59.961410702435714,201,1427
3289,-52.97344218205865,-46.539182559060535,-51.369104657626764,-53.08036791444554,-58.63415162208007,-52.46330983064531,1094,525
3290,-70.79507275331416,-52.951530108383736,-44.898262867069775,-58.40249801935984,-60.95142809980048,-51.17745509746878,1569,190
3291,-50.89344651570141,-61.1005904487354,-55.298867643118115,-48.894918725916845,-52.98948656488015,-58.71551133531979,416,859
3292,-53.49549883171041,-56.88855461939219,-62.41442836552726,-50.720417322881346,-52.39949841490264,-59.0932892700564,422,1019
3293,-55.3511130126616,-62.70214169403563,-58.91470888830134,-54.54558362827355,-44.70893968728148,-51.3542508952149,1182,1110
3294,-58.92238895339139,-54.45899545215522,-60.02991599586761,-59.6269380360105,-57.72513742403581,-39.69842309128463,1917,1262
3295,-59.76424516192185,-49.25060497222496,-47.96984811804491,-55.952842330447076,-60.41284988283556,-59.25031742708558,1248,477
3296,-44.36259468149427,-51.718074724955315,-66.45361914541435,-55.94794156629572,-57.543803356688734,-62.81524899641718,100,343
3297,-62.146195408535135,-31.607826313572435,-56.560568387369884,-57.218576371448265,-55.95397037024792,-56.48663388521336,950,47
3298,-52.997787362886285,-51.36552199691285,-50.148760787912956,-53.41722489411347,-49.70638711298635,-65.53992461029571,1363,714
3299,-56.49322356971417,-54.65751345498769,-53.87973473177802,-54.3911191531647,-42.898206672282484,-47.27152289295286,1327,1288
3300,-61.98790890194168,-58.22388794351006,-52.34540316903551,-66.28020275718052,-37.42724274311898,-58.405899807920676,873,1356
3301,-52.72509457560251,-51.30858478844612,-57.471023002155086,-67.11445153812724,-42.92417032914489,-68.36278103107033,685,1349
3302,-54.305738161335924,-52.85800368355824,-50.50541311269644,-54.305738161335924,-52.85800368355824,-50.50541311269644,1412,750
3303,-51.85303449062958,-56.7866165244812,-57.26682193624661,-51.98265763487255,-45.814932164136735,-60.844831904141174,493,1232
3304,-54.643615668779816,-49.32875571934983,-62.10713562831107,-52.36606414177871,-51.90997084204483,-60.70038761249482,1171,669
3305,-52.37700768865739,-44.795937976333846,-55.35458870969988,-53.96021032020957,-56.85838630204377,-55.954225002987734,1150,375
3306,-51.66542702217952,-56.18666732356192,-55.50792890241802,-46.231878413794405,-54.270120471328134,-56.93334809605834,614,1230
3307,-63.11055338033033,-52.979865719718724,-54.15847637966577,-55.04230981189454,-58.08552535118365,-51.49767402922633,1675,1453
3308,-51.52464595020711,-34.35572158139435,-52.44031426537927,-54.92714068992943,-69.3229856833222,-52.178002209612245,965,32
3309,-60.83622193194826,-57.529162720284724,-55.90436988142528,-53.58515117782402,-49.27720645017449,-33.086352288194156,1885,1468
3310,-55.529223845991794,-53.22790102142977,-54.39520494374843,-57.32493782260729,-51.13136595127539,-56.70440787958704,1099,851
3311,-53.10389520606851,-28.36183797011051,-51.95673910385092,-54.03239019518257,-69.58637930169172,-55.66382821471809,988,138
3312,-35.467625748926885,-53.0053206359407,-67.56245839294729,-54.5001466846595,-58.30409503518134,-65.93132008960508,192,116
3313,-66.10100090864913,-51.99191445145004,-54.829624572248775,-53.61688247442193,-54.980890357252754,-52.0204162936102,1039,761
3314,-61.76159687074417,-64.73188292313021,-52.03884251110608,-59.96948730739959,-48.5901939973037,-38.01081988286324,1796,1377
3315,-71.77257281338451,-55.592617298135366,-51.96374906089753,-52.78218182527578,-52.1744783583335,-44.55224261006083,1602,1028
3316,-64.35758681188115,-60.707899830186335,-56.549584230376524,-68.81082572872427,-58.2999323276878,-58.05880716583998,1929,1044
3317,-48.502869909943,-50.95131801143691,-58.23099188758367,-53.639459614659515,-53.00320301332023,-56.375672976858354,71,493
3318,-48.34020001577436,-59.20832883689917,-62.37734193881228,-54.215297611390596,-54.34301266176702,-55.3032828254276,466,103
3319,-58.149611976682536,-64.82549347547275,-55.95224010866963,-55.25513518509125,-47.79899960357567,-55.67427873845674,1492,1360
3320,-56.11406532751877,-57.65149669547939,-63.82341496416521,-51.694548910041775,-59.80000932076274,-53.28425726139153,220,775
3321,-54.36098133603593,-59.39181462637236,-60.3003107145087,-49.50576065901977,-38.08546665376277,-53.323112369138556,820,1468
3322,-53.67733681756414,-42.69911947969775,-52.63721575171598,-54.509225602007234,-57.6902267132739,-52.63915123018363,1217,341
3323,-53.169857489931296,-53.74971247391569,-57.111426528494384,-54.302589299681,-56.01380576568473,-55.93252320319634,581,1443
3324,-55.48169615819028,-58.78985678966315,-59.0207126970514,-67.77937623315508,-54.759807499247735,-43.07043114320307,1809,1060
3325,-49.19622337715397,-50.295532308001405,-59.199951897766624,-50.43738102758497,-52.2727488522939,-55.57452753456391,490,659
3326,-75.30571276931803,-50.941703663445715,-55.55076933101467,-48.77694142214245,-48.875657070468165,-61.1924882051369,655,783
3327,-36.72482434392325,-65.7756272661556,-71.72812417035225,-58.418120531585856,-54.42578440493162,-65.2017137928894,67,1
3328,-49.099451899110534,-42.70504874123644,-58.83077366325314,-54.806958635535025,-63.831787594656134,-54.525665372201395,942,318
3329,-57.520244792338,-54.87331091276538,-57.98684482590196,-55.83985656039993,-41.17948324733562,-47.69537577163248,1195,1236
3330,-54.17314860955864,-50.63945530678623,-50.658370415485514,-59.01521903636791,-57.93851260498542,-59.764953903565385,1826,526
3331,-55.8835793020235,-61.99976105221843,-52.80121712892466,-62.28420137441256,-49.60308861333229,-58.48081547073188,1015,1057
3332,-54.010921694251735,-55.984998880794556,-54.386732066260535,-52.91051939341238,-47.08672643705274,-50.15792592062606,1236,1006
3333,-60.087726733200284,-53.819935606191436,-59.55140160828891,-62.11955250013459,-44.749623878125256,-46.35457313779039,1449,1492
3334,-47.80838691982525,-50.98752045860692,-57.9077739704219,-53.23410738150474,-56.2706077371319,-62.26333143933468,332,232
3335,-55.3169889678475,-47.355382027291846,-55.05242908372398,-58.7987897787753,-56.527673255159485,-53.74342793905243,1526,123
3336,-57.69367393709868,-51.18843962150699,-54.0548586799438,-71.62933834199988,-52.6641724366938,-65.33779515426208,647,1498
3337,-53.33142380996804,-56.20608886235659,-60.944895778712535,-53.956106782696416,-54.109404831041424,-52.96474415138366,1344,1455
3338,-44.9428845362243,-54.52683323703173,-65.03935098331577,-52.89022828870975,-54.11115278090456,-58.903693804215635,279,421
3339,-52.19768445588639,-53.08062123807094,-56.09236871247603,-44.61638570843395,-51.57604781693249,-57.64218784881307,210,1026
3340,-63.507733225828616,-65.9314849773059,-60.05390302433709,-43.0106658073599,-63.213948438526316,-56.501046778094526,263,1451
3341,-30.67349540976033,-53.172639821684484,-55.47212974369617,-58.67564800436914,-52.895757273458315,-55.728831842803565,73,160
3342,-53.60507583264011,-58.851399654920314,-55.37015391285416,-50.481993638001484,-37.3756240080275,-51.62581328058256,990,1296
3343,-56.44597026467426,-53.77019614396809,-54.347910828807954,-59.95103522024186,-54.09165848867875,-42.880096357960284,1644,1383
3344,-52.698891360960644,-50.350282550296015,-54.57186583185784,-55.83400668096333,-54.95176575076452,-56.57025865639281,667,282
3345,-55.611622615083064,-55.084416475468494,-50.78288321866573,-54.353131576573766,-52.74074726348675,-51.41431388272122,1618,827
3346,-54.0816496487608,-56.506969810530556,-59.051770490570874,-54.07104131782154,-43.501535866862895,-55.3272559929825,740,1323
3347,-64.22799248017375,-60.37641243976245,-57.21368234687211,-68.09227005672815,-51.87927441781,-36.38825630961719,1949,1287
3348,-52.464717791869745,-57.68304961098725,-51.63699910116665,-63.77382262995488,-52.68038541124429,-46.63674850948313,1545,773
3349,-65.1948992129064,-52.22924641978597,-59.28818734689849,-21.703864112689264,-60.807784330890215,-72.931535601183,85,1386
3350,-59.77664869943267,-69.23172908844401,-40.6823256336458,-71.125046498864,-54.57376780621118,-58.25384084057663,1987,400
3351,-54.17439558466953,-52.87026285883773,-52.88116044086816,-51.28981395305314,-45.8388452657034,-59.336043098041,883,994
3352,-61.14207848111151,-59.992495944573164,-60.214650955239534,-52.8357428311089,-64.3192599397911,-33.452526039463436,1804,1450
3353,-59.07895530666665,-57.435492596687716,-53.19751613130783,-51.59148889390779,-38.41227449328887,-53.373820725162375,798,1465
3354,-49.20537590661357,-50.8452404704886,-52.96907377436719,-50.83743881414222,-54.474351882519976,-54.16388328891582,625,805
3355,-56.862265236467735,-48.53028794299345,-49.19275360926045,-56.76645840870306,-54.785009617429594,-57.75243286743989,1493,209
3356,-57.37929143012475,-52.689971737880484,-49.84280031317957,-56.72170973257085,-54.698785413833406,-51.7700064326873,1247,819
3357,-66.93539209563536,-54.33647605574247,-35.1212705921381,-54.12253733775661,-52.93515006275917,-62.24712778118753,1848,207
3358,-65.90853526064444,-29.812089032112542,-62.15496550231629,-53.69052500576067,-59.89169380362695,-54.57984885173716,1013,52
3359,-59.10624723812407,-45.262326166158,-47.638572970378746,-56.696769187868384,-56.26530811222853,-59.98661739325408,1338,26
3360,-50.19782585510592,-45.978570504337284,-52.53964910248307,-53.480652525533316,-55.87362587167561,-60.61652691417038,665,353
