,ap1,ap2,ap3,ap4,ap5,ap6,x,y
2271,224,738,-51.61595597539172,-60.02528584237635,-56.36831902029318,-58.74113525906091,-58.46988849007295,-60.518627223803406
2272,286,720,-47.091744420598246,-54.82432161460635,-54.16128473174918,-52.94916147206174,-56.37050109376184,-73.2975039579189
2273,335,678,-65.22375188119499,-54.59414015418317,-55.43531719155207,-48.28392011150282,-54.9550937094031,-55.27175639952033
2274,376,629,-50.452834835579225,-50.67008231143223,-63.473998551979506,-57.13443802347548,-58.41250401339559,-55.616074814782806
2275,422,584,-48.82432278076073,-50.87832218402898,-56.72402825115981,-53.033363482669635,-52.03620378539333,-56.782804026454215
2276,472,544,-48.48160115537838,-52.470967056788766,-52.47756494680579,-56.09149000970325,-65.62449586042409,-59.71545485906991
2277,505,489,-48.0797243554092,-52.51546529249129,-55.2470428607994,-54.72640693297966,-55.508397785094644,-51.64404744505687
2278,530,429,-47.042213766728494,-47.96393375117948,-52.666018061426456,-52.80015906169885,-54.0022144252493,-56.87240023276512
2279,556,371,-52.96825665228603,-54.814226766137594,-57.41123303412905,-56.18154247142706,-55.937467388975996,-55.06238130063778
2280,589,316,-48.32980205053113,-46.30672790009978,-51.99740488473808,-50.87385143467439,-60.119137784166114,-55.18532784340483
2281,628,265,-53.15913124592807,-47.90380167019983,-59.19287860250244,-51.986649588859734,-59.56935264423585,-53.35078570683756
2282,679,225,-47.97259551914878,-50.691988934187755,-61.8762876326514,-57.075969439118595,-54.59444395895928,-60.8751451492285
2283,732,189,-48.62394201460425,-50.98260062568041,-53.85766276294666,-53.35686084178669,-53.592020208192785,-58.45298417073576
2284,786,155,-50.809832295598284,-45.67803621343266,-64.99747148473811,-52.52614272554137,-58.769020442321754,-53.022368459218185
2285,838,117,-50.948232377825995,-38.35012030937442,-57.583011407601376,-55.774337252670996,-53.807170760062036,-54.83424763190982
2286,774,120,-55.37838248055229,-49.12616525031257,-55.00746998089408,-51.690908338206796,-58.83419141575685,-61.550218492181415
2287,710,113,-55.47634857789805,-43.10748611345187,-53.01539151153378,-51.4562943136906,-51.09228830297124,-57.005502009357414
2288,646,112,-53.30132027583989,-44.30207117067755,-54.34673605323026,-63.34587499986459,-52.46988565513728,-55.12792821165499
2289,582,104,-48.31371866669485,-48.12625333507506,-59.11552059989263,-54.2545007549966,-55.70998191468735,-62.47368377535595
2290,518,106,-51.55845915475595,-47.09147730838146,-66.07257838321429,-62.53410852582927,-62.879532866054305,-60.36830874965882
2291,454,106,-44.329569611090804,-65.4562219226977,-63.115012768395076,-51.80879356445999,-59.331043383831734,-61.48286435091957
2292,391,119,-49.54226865660365,-60.27871002875922,-54.68588524397112,-49.89163551149712,-54.047120658481056,-59.304126661491864
2293,328,130,-42.961103625569905,-57.921158440277516,-55.46392752565837,-58.380709040684636,-56.45787914397256,-56.55686407917852
2294,267,152,-40.18876515329584,-53.612013373633644,-55.11509144560654,-57.7713569727839,-52.79649342460751,-67.96399187124715
2295,205,169,-41.72388931665825,-52.158518740096,-54.483701314060056,-55.455744579165625,-52.366351361520685,-59.90527658578107
2296,146,193,-34.85082613826316,-49.041967676805896,-57.39081839864187,-57.50669337115986,-54.332879233572655,-56.475640466923586
2297,160,130,-30.8305728407696,-47.70842274618897,-57.07656864929838,-60.967205199182345,-55.893523720136784,-61.089853064888786
2298,225,128,-36.75116316058709,-50.24835641346556,-58.07871421043721,-54.7492706983825,-77.76370565388659,-60.58674891311402
2299,289,132,-40.25103801208364,-56.92135867776139,-53.898988347806444,-52.9911767737443,-56.84650746859674,-60.52247357631761
2300,347,159,-42.08600648973187,-49.37280175724304,-53.21785218421346,-60.081251391355764,-56.09300130674619,-59.19897702527241
2301,412,159,-50.753354094771936,-59.61542939222144,-55.611479735461025,-57.55909054081812,-51.79350631437949,-56.32838637251085
2302,476,156,-59.29365204685701,-47.15694020378887,-57.43108088363663,-53.59465184066857,-56.288949724676975,-55.37402684737024
2303,539,145,-55.18259715411217,-47.060295866579914,-56.89359338846246,-54.48104997746238,-73.92549823804121,-55.17935020752455
2304,598,120,-49.423973799577595,-43.47978362244434,-52.331710764402644,-61.819149164213755,-50.8204499887447,-58.74415428064174
2305,537,100,-45.18264650339547,-47.03029002007817,-62.48602029667009,-57.88932733756322,-56.194076568633136,-55.20295882703798
2306,591,135,-51.821177496515915,-50.094832556035925,-53.36090564892317,-58.1786415620832,-54.20469809937806,-58.634954330561804
2307,634,183,-56.09298261429945,-54.58635386838039,-56.19877334962719,-53.01832057815921,-53.34357956067719,-55.563204177383014
2308,691,212,-50.70252548459146,-45.84658310161464,-55.42875172575642,-57.4603991639647,-57.72891394953547,-53.917135592612986
2309,750,238,-48.26637695106007,-46.05305507578339,-59.7222142833417,-54.087855835292366,-53.82782935339954,-55.16104727792868
2310,810,261,-47.46427147331407,-41.67602246014775,-57.41123085941976,-61.11669163525107,-57.35783679250055,-59.545529137888096
2311,872,278,-48.90237155703444,-40.79352364481598,-71.88941072463598,-54.18172379337814,-63.66640448602459,-53.42965691141592
2312,934,295,-50.06807281286576,-39.80037891647542,-50.58389864099431,-53.663204280652685,-69.99738941999487,-55.765269839220935
2313,996,312,-51.231743433366745,-43.475416415816746,-56.33261496443786,-54.4272070377868,-65.43406139882238,-53.80321273340578
2314,1054,340,-52.006781258032674,-43.751262420700805,-56.09487578009954,-54.37006169801987,-59.704105150801084,-55.451105571015745
2315,1108,375,-52.24122136608848,-44.006508636676365,-52.164125486836625,-57.69591637228963,-62.324359514591904,-55.774094317475274
2316,1162,409,-56.611136355720674,-47.91380696943216,-56.63375385170235,-53.45313042916583,-62.393375657116906,-53.64424434319814
2317,1212,450,-62.0677727456215,-45.921677151124065,-48.58088668174274,-56.185724830593536,-57.432938070447264,-55.27542013441482
2318,1263,489,-56.71511757974096,-51.32160695962868,-54.6641164607827,-56.590218392741946,-55.17712575599435,-56.77240224454372
2319,1313,529,-55.683762300538476,-48.51293544824724,-48.90841097324628,-62.263196273529374,-55.0688551911888,-58.06512353282645
2320,1349,582,-54.81207671206769,-53.15636970744165,-52.65782437607306,-54.737769730114294,-60.4733782509597,-57.522001228653465
2321,1402,619,-60.875006823439506,-51.12692769966914,-51.626575343391266,-63.437121405537866,-53.12147268656064,-57.19731474412528
2322,1457,652,-65.18151051745042,-55.78718176606146,-51.77487224491982,-53.79462431064268,-59.25706541146647,-50.757070952773915
2323,1517,674,-58.43697173845946,-49.9045941377117,-55.94226862035274,-58.02411777023743,-51.251178919378894,-52.32971815523007
2324,1579,694,-64.21540648560884,-52.69415936027314,-48.6175700051659,-55.6259653774062,-63.79074186168741,-55.46943861375362
2325,1639,716,-61.671833231940624,-56.78358689209971,-59.966199894307735,-55.33887055860945,-56.64805919727405,-50.805638544786326
2326,1700,737,-55.105960928541634,-56.395520070790084,-49.134201548438995,-72.19836151806065,-53.32220996816269,-46.863377068323395
2327,1762,752,-57.820197764989565,-58.712841006803316,-48.037829871883645,-60.78967809726494,-59.34285030293542,-46.2130492804825
2328,1825,765,-54.938710418666545,-58.05767330586686,-61.595364565961944,-54.33413951060052,-53.54371442735485,-54.66706109881268
2329,1889,771,-57.556829358576394,-53.99733638371813,-49.037267837756566,-61.36492853737791,-60.17400899586774,-53.212299164487824
2330,1865,831,-65.44176617803298,-65.97989672696676,-63.68761134337477,-55.740154528801526,-53.538313959414126,-49.11508132710941
2331,1840,890,-57.443418118191886,-57.95956013436167,-54.69999493449636,-55.87413511990836,-52.04491532402138,-51.644817728898744
2332,1810,946,-58.477774243994745,-61.33585543254837,-49.696101539363404,-56.88690629661799,-57.01868937681829,-55.499822744396525
2333,1790,1007,-54.48800231533791,-53.31939653465725,-51.4367682674104,-53.233360093291175,-52.596649680301454,-43.680690909448
2334,1768,1068,-67.97992341860217,-61.38099164900002,-53.093246238679285,-60.29846449032179,-57.77875711938108,-49.43780835068759
2335,1732,1121,-68.82156194719856,-54.25782842658795,-63.19050738776649,-53.087705254558045,-49.268128195039566,-44.52727637822238
2336,1695,1173,-52.38152030716372,-53.13127947942969,-54.46894008466722,-55.9393522574993,-51.08456755201611,-42.535462083535585
2337,1651,1221,-69.75826381353089,-54.075657938107625,-53.28932468906868,-55.59358235709454,-52.01311644057292,-47.64953803187443
2338,1622,1278,-60.229863064659284,-50.62865728196417,-56.109185494678144,-54.0400157335101,-49.51097888722197,-46.37255406186264
2339,1610,1341,-57.96463566584964,-51.72472199036961,-52.78039121487197,-53.859310704819606,-57.27324493301712,-44.28909125334361
2340,1546,1348,-60.53096830033121,-56.04644060750138,-49.458004675457616,-52.213742125762835,-49.14367128519049,-51.54877193831021
2341,1482,1344,-60.68355402884451,-55.2597553774295,-59.367612602776454,-57.5975619900656,-51.62983424878607,-45.8711468081902
2342,1418,1355,-64.04439234343032,-56.46128320129806,-60.15445957677913,-56.22188151116113,-52.74465114320654,-48.44775648561021
2343,1356,1371,-54.924629208259205,-53.47033149542426,-61.39284390136427,-55.66873952701655,-45.86216150494079,-49.523479312623095
2344,1295,1390,-55.35062994336406,-56.34210469749411,-53.10457923272813,-54.7102893829598,-44.5677150865116,-54.479154469771764
2345,1344,1350,-56.82263870118703,-53.6234775105201,-53.79228826593908,-56.82896400625808,-46.547677679529414,-67.66471057949518
2346,1390,1304,-57.70793419056038,-56.26967692066064,-56.67880866342511,-53.8073728315781,-53.681080483807634,-47.262969896537506
2347,1444,1270,-56.81989068542515,-60.61266081633457,-59.13235800192485,-55.15137705948602,-47.9374768050463,-50.37372551549183
2348,1493,1229,-54.44405897513275,-62.27685207532383,-53.38144307278207,-61.26623173387779,-47.54764902161325,-48.01666266023874
2349,1552,1203,-63.16517791929995,-59.71996841426511,-65.35985375846742,-57.07854613403519,-49.8735330983378,-46.09189251430975
2350,1611,1177,-67.12899102562464,-59.29149170381152,-50.745599234779306,-57.09137183652908,-47.49514698975485,-49.23178792353826
2351,1660,1135,-53.23169184740826,-59.00283156251984,-56.323191093949276,-53.103540441804775,-48.885473701697755,-44.11354515394593
2352,1719,1110,-59.85146960725751,-56.31029781975745,-59.90267219818743,-53.91471477334004,-50.66592132294056,-47.327556539704496
2353,1773,1075,-59.393585222230016,-60.256984926531956,-51.72332481432217,-58.524080383435226,-48.84049311771369,-47.929978812732436
2354,1820,1032,-58.60293389456068,-59.92857474098851,-62.64121040318743,-55.8793004075605,-58.68239599444397,-48.45699634013116
2355,1869,990,-64.19637248270065,-57.905463551103075,-51.67542219215378,-51.920844120031504,-58.01639045761085,-48.13087814965396
2356,1809,1013,-56.31602899636309,-51.59230338056001,-54.41984097076613,-54.465122183613545,-52.40313785251512,-48.992333022623164
2357,1747,1030,-56.19476410896904,-55.152283313911276,-63.444261584261014,-53.79053515751008,-50.45131122999935,-52.4638190573037
2358,1686,1050,-68.07524687850454,-59.820795970410515,-65.92229463740873,-51.60556188273774,-53.639468647179584,-43.541865530440944
2359,1627,1076,-58.684057748654396,-56.75278944192261,-51.40177953578825,-57.33445201002382,-54.16281120225232,-47.86782024430765
2360,1568,1101,-53.579048441913656,-57.94760464618328,-53.460925663569896,-57.11023931164825,-55.032908410742564,-49.83808170830129
2361,1507,1120,-58.65015968502516,-54.21728814951112,-66.5965286458961,-63.36193864365144,-46.69646484146412,-59.847994474764775
2362,1445,1137,-54.602017287746555,-64.22448727595103,-56.41438563452947,-67.94140766132882,-57.53070247872355,-51.15989565322106
2363,1381,1138,-55.17906902140524,-56.74488228018929,-57.083612424841405,-55.62720829630497,-50.61716286250651,-54.041607243195784
2364,1319,1155,-56.657857306729326,-53.1257635987006,-53.83896825629428,-58.69589340323918,-44.794793879984965,-56.232683495200824
2365,1255,1163,-52.69179010175564,-64.40121491141531,-70.09504721698043,-51.93947024273211,-44.677906274199195,-48.753021864916875
2366,1191,1157,-62.094476139773306,-54.08035239262345,-50.75650215130708,-56.73984647219765,-45.99640980218423,-57.48249823385301
2367,1127,1157,-56.73882042640669,-56.96132567441529,-57.53255169329685,-67.92064400065031,-47.73233950098785,-49.21963864541537
2368,1062,1155,-54.50610436429946,-69.95219125219226,-58.023226047057854,-50.734848542784334,-43.15941336485486,-57.246794509378766
2369,998,1156,-62.49466293801194,-62.395835782947785,-58.06798286983896,-51.16331316659856,-45.53763678336648,-53.3554746083798
2370,941,1185,-58.94164728197694,-60.249025775774,-52.38138702928603,-50.88528262241574,-42.93410852342585,-62.63418583167869
2371,880,1206,-63.05830637219569,-62.45945551892919,-57.10296022780025,-48.785099677202204,-44.14783114843759,-55.51374042381042
2372,829,1245,-56.77502923123069,-56.66080240290327,-53.62493968140865,-53.48825847793822,-46.166780679154755,-54.22209225431934
2373,781,1287,-55.77714209010827,-52.91941514579428,-55.4199690879296,-49.797675013714866,-45.70958080564398,-58.52917634924719
2374,732,1329,-58.077759609233325,-55.882632971828855,-60.52530430170977,-57.770467796715764,-42.156028399760444,-60.582350350538135
2375,671,1347,-52.11033745610344,-53.59458598064955,-54.63660565683092,-58.068468540393006,-42.3185598108175,-75.44045917572694
2376,608,1359,-72.64958789109183,-54.80648381373829,-56.2304235687676,-51.78520136712965,-47.18797150325854,-55.91570908904493
2377,543,1356,-55.72198645392665,-62.983681119198096,-56.92394327477001,-52.596713332984336,-46.19237070377715,-56.519264130069445
2378,480,1365,-53.34640124278704,-58.39954313876162,-55.96591977251712,-50.81324010379455,-58.1258763989587,-54.92898591267425
2379,416,1368,-56.163719495271344,-51.93746008654463,-57.49525554272172,-51.944346257824215,-45.78771857583361,-52.09151369457588
2380,352,1376,-53.58549869988976,-55.79196015134548,-54.83435228497477,-42.76770788523436,-66.31237791649122,-54.0765876971788
2381,288,1386,-54.757523026493125,-56.22495200242461,-65.65370330465464,-42.68609346664142,-49.184127568768915,-61.15121467398909
2382,224,1384,-53.37726327549588,-62.69437225956456,-72.08404925173748,-42.59861605413288,-50.46356431519701,-69.86490633843754
2383,160,1387,-65.94428861992783,-51.44410397025815,-58.315969868404885,-32.7155257279216,-55.07860442567161,-66.37031298518289
2384,126,1332,-56.09738550609446,-53.650408635951976,-58.327955784029335,-34.07491708964865,-64.77989416381307,-55.26328337881782
2385,151,1392,-59.23755512596213,-52.775926891096496,-66.94970728510138,-31.815395018453085,-59.0677484551465,-69.90957259077322
2386,188,1339,-55.71813937602023,-55.33264067361159,-58.59811444187352,-35.77174952527094,-61.6907374390705,-55.13099916165697
2387,230,1291,-79.9415995356027,-53.59005762220954,-58.06726534422583,-38.87841517086222,-51.40921689734909,-65.55709127109027
2388,270,1240,-54.88809441860085,-57.22935037508006,-62.93788333382041,-43.83618239205224,-50.06024326007803,-56.33882923408535
2389,298,1182,-57.607464797108676,-57.00532329426336,-52.66386287156099,-43.87398701772938,-48.83968042254742,-61.94535362210307
2390,318,1121,-52.49336104868683,-58.22064995726147,-58.9439414180774,-50.350995188327055,-52.44487607362729,-53.557902230498826
2391,332,1059,-52.53067139374849,-55.26354939752544,-61.06574289104785,-53.89336179873206,-55.103488030324186,-54.93723439064353
2392,340,995,-49.472011898631536,-57.0688174141847,-60.357814077109566,-47.083181950591346,-51.821875041564674,-58.63518953092667
2393,334,931,-56.33017304656262,-61.07562321681566,-56.03490286727922,-52.641406800390776,-52.45744325854433,-53.79568549364998
2394,315,869,-54.18632412963081,-55.61841557681491,-54.623284828656324,-53.68887676729668,-58.55812063985493,-57.75447899179234
2395,288,811,-57.15878728841841,-61.39874033704689,-59.705220742116666,-53.03409615341231,-55.520224324356334,-56.794202240061686
2396,265,751,-53.56259833051048,-50.87644794039778,-61.408185710471216,-56.678241813380595,-49.68145358951577,-58.53701922096754
2397,248,689,-51.65348952349959,-57.876508882480586,-58.51285566332806,-50.69726022513762,-58.759930294531145,-63.27702123249654
2398,232,627,-46.86055123484504,-59.403722144466535,-53.486417126899354,-49.9195287673744,-61.95146553672117,-55.140814998363595
2399,205,569,-47.48039989083183,-52.667957238276266,-63.599496541516885,-54.05975372990191,-66.58543170741291,-58.47215924262413
2400,180,510,-48.38879123039874,-49.9395523087403,-55.07267986158908,-55.8576307485325,-52.470480716798875,-63.12621020299407
2401,166,447,-46.223978765696316,-53.25733286111168,-74.69349762948981,-55.146778472913624,-57.467746218081864,-55.321326216034365
2402,148,385,-55.5420493370537,-48.96204409768777,-53.78542150047199,-54.9779498013862,-53.96404843954436,-65.67574704730997
2403,149,321,-41.468901061055774,-51.41061313401042,-63.59510290113286,-57.42627417006838,-64.74030591319658,-64.14140064397374
2404,133,259,-37.983815188264245,-53.46383627215545,-54.58921916146882,-57.527452234349,-64.32395047376582,-58.492022613906904
2405,109,199,-35.55899461135842,-48.5990563023812,-58.46580957774339,-56.65173952990294,-61.72514087548994,-55.31751287741004
2406,151,248,-38.39644464187452,-52.35203052719686,-59.29639081656581,-69.20783495662069,-57.168116242617046,-56.43971037353916
2407,200,289,-42.69426847564265,-48.078804651285154,-56.180564363420366,-58.894923627142305,-54.89011516344665,-55.412038720621545
2408,246,334,-41.42628090271578,-49.956136785901265,-61.291204343826124,-54.11192839435878,-53.135092519737356,-55.38615985819723
2409,297,373,-46.195836299689354,-48.86421874837458,-55.11547881245525,-56.394379381130484,-55.51926767680719,-62.54641539953599
2410,349,411,-46.231387036990775,-50.70666366389581,-67.43476312612822,-52.855157208748054,-57.90895506953446,-56.013122351988144
2411,398,452,-48.98277391182582,-48.65443360355724,-51.08770817607621,-52.97734879008567,-64.33716281329761,-60.21786579731756
2412,453,486,-58.4247799887454,-47.244367452606475,-58.14850416522138,-58.37860024745271,-65.25359061479594,-59.57363904329923
2413,517,495,-48.90081188687637,-46.886303418047945,-53.429905488333766,-57.41800325766877,-52.25594410673274,-52.04987665293211
2414,580,503,-48.96745934305912,-51.938708961240835,-51.498045859864305,-52.357073111182274,-56.792517480754725,-51.586854103424486
2415,644,510,-52.72854437225152,-57.11890192254806,-57.14141521131146,-55.8635708904564,-61.92310533880922,-55.889825879185935
2416,707,521,-49.82022249758625,-51.936208385805315,-55.73364103022109,-55.731982070442534,-50.06728922071832,-54.31509693527906
2417,772,526,-58.67201214138147,-50.18566754437204,-59.73213646857249,-58.09761463430143,-53.595385577160656,-54.67274343320759
2418,836,531,-49.20294753509645,-48.29018082161283,-69.5846120536035,-62.89368016259948,-54.44468993978838,-53.740364850319644
2419,899,538,-54.37655134310703,-49.0968125180898,-55.52208496666541,-52.51820081016984,-58.27753927926571,-55.730334680806536
2420,963,550,-49.85786798443203,-54.088800843626515,-63.71247983741985,-57.127515337647,-58.72755735327847,-54.50753551269748
2421,1027,545,-62.514605351593346,-50.90428779026358,-48.77100946485143,-53.57624380106574,-55.258051043975236,-61.38270661704367
2422,1091,540,-54.52797502152969,-50.55797013235321,-57.263460040106864,-56.22910487004948,-57.87644036689181,-53.25817435394776
2423,1155,533,-62.69584065793083,-48.28248097000745,-51.76521326023827,-57.10870914112847,-52.49621354781351,-57.991622467093634
2424,1218,522,-55.299542938333744,-48.29872718973108,-54.14238813049326,-58.99445545628363,-49.299190361428884,-59.422514119199484
2425,1282,519,-54.40096479582755,-52.772111324608574,-57.500475733648884,-55.10157209193218,-51.58071792700407,-58.01841967613258
2426,1340,492,-57.550405889808445,-56.33548689663159,-49.64257002998272,-57.96652859337168,-57.483644228637345,-55.80508112536853
2427,1400,469,-51.69258183335991,-53.497375115766374,-50.997060615109135,-56.8024043890705,-67.43437022772865,-52.91429110034511
2428,1455,436,-56.03046934843947,-57.21258648902494,-51.77462510428811,-55.65295254869695,-55.34153907505073,-58.43227247958612
2429,1499,389,-55.14849552359522,-51.06684718045141,-55.81853139815469,-57.0857708427241,-52.25328203427896,-69.72862676198588
2430,1531,334,-52.96352385551883,-47.03455210283092,-44.64750224138926,-57.87150900937234,-54.90601230979577,-53.22926647872566
2431,1567,280,-66.36150366680853,-68.73923885630147,-50.47304165036047,-59.65686875555372,-54.61634094806988,-52.56886702042456
2432,1612,235,-55.35246917355295,-48.23015585145854,-51.31487116148516,-57.781262092714194,-51.4334908544098,-62.271520895092195
2433,1651,183,-60.633498329078364,-49.4415396909713,-41.989644933618735,-59.12503958763004,-57.42328637454541,-55.34851574887129
2434,1692,134,-55.60719357199852,-68.70835758983682,-43.75233095425787,-62.39292456260431,-54.30693486661817,-56.2638319976626
2435,1643,175,-61.653117236293824,-57.603252071833815,-41.4469428147554,-60.00889618079002,-51.35248860095671,-51.25124290726663
2436,1587,208,-62.538747765631456,-48.83015798533361,-41.26926623798512,-55.96285261857014,-50.42431312849363,-54.050404281602304
2437,1530,237,-55.08290785250586,-46.640817791860705,-44.08490050951678,-54.12246901006715,-52.30604182747723,-62.146384680681365
2438,1471,263,-72.01596712849401,-48.261726928375396,-46.147422951884565,-59.581263675217215,-64.66374687177266,-60.671903000201056
2439,1411,284,-55.27209471038571,-55.007552188784345,-56.84109088778453,-58.004841645936615,-55.07397572447435,-56.83174865957603
2440,1347,290,-52.50791058515376,-51.41831051390501,-45.90739809437285,-53.876162590796206,-56.86226251731988,-62.517334877333596
2441,1283,293,-58.41524750801434,-44.51865282134476,-49.559099565830905,-54.61523083496486,-57.19438195182221,-55.66767157893349
2442,1218,289,-62.69955053365658,-44.2233384673637,-49.63394734324083,-59.34627992924746,-55.18235356741981,-56.972645143433326
2443,1154,283,-65.2609064510815,-45.03780761471289,-47.58167077508351,-57.645252333664665,-65.16092164731651,-51.68034566439048
2444,1090,280,-54.14834415567864,-41.426369171021165,-53.25882906359746,-52.31121579847314,-62.630216286297355,-58.85081750529899
2445,1026,278,-53.98946868267068,-43.086346450834284,-53.373141721919595,-54.84958023914439,-60.0153774105856,-55.073128953993574
2446,963,268,-52.8802596596322,-41.17495149237822,-52.612433576408996,-55.65218280775258,-58.60614385893071,-52.67634086497093
2447,902,247,-49.58637236867336,-40.45757928100139,-58.284174204487286,-55.64512196914424,-59.456338738625796,-57.7841417393526
2448,852,206,-56.754339376778674,-40.14642752781141,-61.48736389597791,-63.38935643048552,-61.464149384409396,-56.18614733754284
2449,793,182,-62.542091037187745,-44.1846273183846,-56.09091096737491,-61.207950695649615,-54.72015011133842,-57.428558657767994
2450,733,158,-55.874581295138704,-46.347583034660296,-64.05459899466995,-59.61223189971467,-57.06374538010942,-53.619796941338436
2451,688,112,-62.82410242879227,-46.45157917815318,-55.37095545384056,-50.44037589057055,-52.28958377606191,-56.105003624780075
2452,686,176,-49.009802787919924,-41.9178028597502,-56.92797164475033,-54.69291121555,-51.4926741048579,-59.740477369506166
2453,677,240,-55.44437410462124,-43.571977436246634,-64.73927820311691,-54.68792556834376,-52.89362699335169,-58.164731080555526
2454,687,303,-47.2322459400784,-54.486103353879436,-57.95746410753516,-52.510307723885404,-53.989987493508536,-54.18901436615768
2455,691,367,-51.83416533549575,-47.67768849276004,-51.60200471071447,-62.06840984798289,-53.43018626392704,-61.38681405835361
2456,693,432,-47.42639763634911,-53.2182255418143,-53.27147003883178,-59.33681066895645,-56.18862463187035,-53.47417953613934
2457,696,496,-58.0331499505739,-47.61545599706952,-60.698312813712676,-53.279516148100285,-52.49477530348769,-54.23045251006279
2458,704,560,-50.387825180772836,-52.068276085081294,-57.1139644897719,-52.7723021340403,-51.853378268108735,-56.718740242959214
2459,726,620,-57.56208186049375,-48.930426771898226,-51.94198570102719,-67.50041498398781,-51.48064049741696,-52.55612042006088
2460,759,675,-50.782390845617364,-52.90609997766297,-56.65888630577535,-49.83474577490222,-51.43840962749199,-54.47389430981859
2461,786,733,-51.74675262399403,-50.457504956647696,-57.061695516850286,-65.30143176410147,-49.17126832289096,-61.05798292654249
2462,813,791,-59.94798705798161,-51.232370380439434,-55.17078340995585,-56.59539235367882,-51.7150801356491,-58.65492882065654
2463,832,853,-63.2506554669221,-50.00239537494218,-58.810158925995076,-49.126855842517124,-49.41950162988416,-53.378137025957784
2464,846,915,-51.44546973795579,-56.385980594239314,-55.007784480875124,-57.11493368943772,-50.33863650311184,-52.74025288039398
2465,839,979,-57.338551488880974,-53.39007293560935,-56.5902766182053,-50.02143223462909,-49.12684660126223,-66.53563393750458
2466,816,1039,-55.238825251553806,-59.60099526317659,-55.20438016235704,-49.86456525483681,-47.140150158590004,-57.28350329426024
2467,800,1101,-58.18611553883692,-63.88532652180949,-52.94570698295594,-58.10704327943506,-47.63546804247886,-52.058244027627566
2468,794,1165,-52.84867319665597,-64.99184937873964,-57.71558035391368,-56.793141186979206,-42.91542265219911,-53.59779710699388
2469,779,1228,-68.35831448000833,-56.44250133496869,-55.99582732009213,-53.91699770551081,-44.729185586359755,-54.309964117267604
2470,765,1291,-57.00872469958594,-59.14323720766667,-60.85951342846967,-51.74183511185128,-40.84365331975674,-60.48987336505262
2471,741,1350,-56.67402385475409,-52.3746766453975,-52.77407994926651,-49.556840264710296,-42.126064124569865,-67.54583397030704
2472,796,1316,-56.482256081992254,-60.01319604328765,-54.64507766012342,-67.8327858631797,-41.18400520437451,-58.04086066118707
2473,851,1283,-53.22149908876035,-56.45901830641051,-57.17134079554459,-50.20473075492156,-44.40647275877771,-64.9607129274422
2474,909,1257,-53.03835716868814,-57.69396885836905,-56.197586582740435,-48.755678243784615,-40.61011373466495,-56.042568044273615
2475,962,1219,-56.4548657862435,-73.49067439664978,-58.5108663561258,-60.61580643197996,-43.48529800619893,-53.50967667624063
2476,1010,1177,-59.53624987975111,-61.069929541182546,-54.35483045942976,-52.94759103734528,-45.670002947318736,-49.89088695980367
2477,1058,1134,-56.76496783643902,-59.728204479132984,-55.50251947234394,-52.38305656103701,-46.442626961649644,-51.04427460314996
2478,1106,1092,-56.225705214331036,-58.28626598675512,-55.12573801524716,-61.8395325347401,-42.01852833855114,-51.323246332213316
2479,1156,1052,-52.171428970902426,-59.01092779579721,-55.71693997109267,-53.72014443128424,-50.900940151051785,-52.99099656763047
2480,1205,1010,-53.812819786412874,-52.81471832494182,-54.42400684258593,-53.015554952110236,-47.23448930510954,-52.276939645829266
2481,1244,959,-59.57339547527916,-54.527075206331936,-52.52562333963081,-60.97689139534572,-45.870391209777424,-57.33120968916563
2482,1288,912,-53.252327055272424,-53.575473887431215,-55.29317390869744,-76.66077738468182,-51.09155836242681,-54.673617229450144
2483,1321,857,-59.536523171420946,-52.04293545909779,-53.214375662487356,-54.08809844227825,-51.33081475218208,-54.0816925210723
2484,1346,798,-53.69033096092529,-50.43228863543605,-59.33460750289437,-55.26398850520845,-49.9155696175458,-49.67866662398934
2485,1374,740,-54.706603207890055,-51.26445466194427,-55.41196987483181,-54.33895986091942,-50.36530486638205,-60.19848478366826
2486,1401,682,-53.30618349220613,-50.59400143875011,-50.293189485917935,-52.62276192943801,-50.19049169141343,-52.42930649881898
2487,1440,630,-57.68654289446908,-56.97964111845976,-51.091629681325,-58.09238531254828,-52.87468116520824,-51.607702890263134
2488,1487,587,-53.75769825699335,-54.38625570754043,-53.1663207732581,-63.90149111272186,-58.42565934863544,-48.33077939022067
2489,1542,554,-54.58867921162348,-49.791263135052816,-45.969143311997925,-56.40034992932351,-60.79581979425329,-53.494136113842174
2490,1586,507,-57.504780038548176,-48.32093702267378,-47.421067171712814,-59.90252851013669,-55.76596100646739,-58.112404528444145
2491,1627,458,-52.13118104972296,-49.60048066152355,-44.57276913558876,-70.0680290898341,-53.948111957397835,-54.32692889767238
2492,1672,412,-63.15470594439225,-55.35528012849723,-49.222468953327585,-57.44389636673709,-56.676520583303585,-76.10919112718717
2493,1732,389,-55.418089572638934,-50.52547049325711,-42.3097493408493,-80.42160065694686,-60.032063470520356,-68.80444310912489
2494,1791,362,-56.77329153392557,-49.45500810784792,-44.09931017316326,-63.237494499977984,-67.03636779108037,-69.15291531300694
2495,1850,337,-72.12566127142614,-56.16111229292592,-45.71965728141055,-67.88527411432672,-56.680247679970286,-63.06752021312546
2496,1807,385,-52.90344626192581,-56.36586705665092,-42.27629474635193,-63.62195497307262,-59.02236511689098,-66.32624523788672
